date,away_WP,to_WP,skiers,new_24,basedepth,open_trails,open_lifts,open_percent,tot_snow,week_snow_tot,2day_snow_tot,3day_snow_tot,4day_snow_tot,5day_snow_tot,6day_snow_tot,day_0,day_4,day_5,day_6,midweek,month_1,month_2,month_3,month_4,month_11,month_12,vet_day,thanksgiv,xmas,mlk_day,pres_day,xmas_sat,mlk_sat,xmas_sun,mlk_sun,xmas_fri,mlk_fri,xmas_mon,mlk_mon,spring_break,spring_break_ends,new_24_sq,new_24_cu,new_24_sqrt,ln_new_24,basedepth_sq,basedepth_cu,basedepth_sqrt,ln_basedepth,open_trails_sq,open_trails_cu,open_trails_sqrt,ln_open_trails,open_lifts_sq,open_lifts_cu,open_lifts_sqrt,ln_open_lifts,open_percent_sq,open_percent_cu,open_percent_sqrt,ln_open_percent,tot_snow_sq,tot_snow_cu,tot_snow_sqrt,ln_tot_snow,week_snow_tot_sq,week_snow_tot_cu,week_snow_tot_sqrt,ln_week_snow_tot,2day_snow_tot_sq,2day_snow_tot_cu,2day_snow_tot_sqrt,ln_2day_snow_tot,3day_snow_tot_sq,3day_snow_tot_cu,3day_snow_tot_sqrt,ln_3day_snow_tot,4day_snow_tot_sq,4day_snow_tot_cu,4day_snow_tot_sqrt,ln_4day_snow_tot,5day_snow_tot_sq,5day_snow_tot_cu,5day_snow_tot_sqrt,ln_5day_snow_tot,6day_snow_tot_sq,6day_snow_tot_cu,6day_snow_tot_sqrt,ln_6day_snow_tot,day_0_sq,day_0_cu,day_0_sqrt,ln_day_0,day_4_sq,day_4_cu,day_4_sqrt,ln_day_4,day_5_sq,day_5_cu,day_5_sqrt,ln_day_5,day_6_sq,day_6_cu,day_6_sqrt,ln_day_6,midweek_sq,midweek_cu,midweek_sqrt,ln_midweek,month_1_sq,month_1_cu,month_1_sqrt,ln_month_1,month_2_sq,month_2_cu,month_2_sqrt,ln_month_2,month_3_sq,month_3_cu,month_3_sqrt,ln_month_3,month_4_sq,month_4_cu,month_4_sqrt,ln_month_4,month_11_sq,month_11_cu,month_11_sqrt,ln_month_11,month_12_sq,month_12_cu,month_12_sqrt,ln_month_12,vet_day_sq,vet_day_cu,vet_day_sqrt,ln_vet_day,thanksgiv_sq,thanksgiv_cu,thanksgiv_sqrt,ln_thanksgiv,xmas_sq,xmas_cu,xmas_sqrt,ln_xmas,mlk_day_sq,mlk_day_cu,mlk_day_sqrt,ln_mlk_day,pres_day_sq,pres_day_cu,pres_day_sqrt,ln_pres_day,xmas_sat_sq,xmas_sat_cu,xmas_sat_sqrt,ln_xmas_sat,mlk_sat_sq,mlk_sat_cu,mlk_sat_sqrt,ln_mlk_sat,xmas_sun_sq,xmas_sun_cu,xmas_sun_sqrt,ln_xmas_sun,mlk_sun_sq,mlk_sun_cu,mlk_sun_sqrt,ln_mlk_sun,xmas_fri_sq,xmas_fri_cu,xmas_fri_sqrt,ln_xmas_fri,mlk_fri_sq,mlk_fri_cu,mlk_fri_sqrt,ln_mlk_fri,xmas_mon_sq,xmas_mon_cu,xmas_mon_sqrt,ln_xmas_mon,mlk_mon_sq,mlk_mon_cu,mlk_mon_sqrt,ln_mlk_mon,spring_break_sq,spring_break_cu,spring_break_sqrt,ln_spring_break,spring_break_ends_sq,spring_break_ends_cu,spring_break_ends_sqrt,ln_spring_break_ends
2015-11-15,,,,1.3,18.0,2.5,2.25,2.25,1.3,9.1,1.3,3.9,5.2,6.5,7.8,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.69,2.197,1.1401754251,0.262364264467,324.0,5832.0,4.24264068712,2.8903717579,6.25,15.625,1.58113883008,0.916290731874,5.0625,11.390625,1.5,0.810930216216,5.0625,11.390625,1.5,0.810930216216,1.69,2.197,1.1401754251,0.262364264467,82.81,753.571,3.0166206258,2.20827441352,1.69,2.197,1.1401754251,0.262364264467,15.21,59.319,1.97484176581,1.36097655314,27.04,140.608,2.2803508502,1.64865862559,42.25,274.625,2.5495097568,1.8718021769,60.84,474.552,2.79284800875,2.0541237337,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,1.0,1.0,1.0,0.0,0,0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-inf,0,0,0.0,-inf,0,0,0.0,-inf,0,0,0.0,-inf,0,0,0.0,-inf,0,0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0,0,0.0,-inf,0,0,0.0,-inf
2015-11-16,,,,1.3,18.0,3.0,2.5,2.5,2.6,9.1,2.6,3.9,5.2,6.5,7.8,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.69,2.197,1.1401754251,0.262364264467,324.0,5832.0,4.24264068712,2.8903717579,9.0,27.0,1.73205080757,1.09861228867,6.25,15.625,1.58113883008,0.916290731874,6.25,15.625,1.58113883008,0.916290731874,6.76,17.576,1.61245154966,0.955511445027,82.81,753.571,3.0166206258,2.20827441352,6.76,17.576,1.61245154966,0.955511445027,15.21,59.319,1.97484176581,1.36097655314,27.04,140.608,2.2803508502,1.64865862559,42.25,274.625,2.5495097568,1.8718021769,60.84,474.552,2.79284800875,2.0541237337,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0,0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-inf,0,0,0.0,-inf,0,0,0.0,-inf,0,0,0.0,-inf,0,0,0.0,-inf,0,0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0,0,0.0,-inf,0,0,0.0,-inf
2015-11-17,,,,1.3,19.5,3.25,2.5,2.75,3.9,9.1,2.6,3.9,5.2,6.5,7.8,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.69,2.197,1.1401754251,0.262364264467,380.25,7414.875,4.41588043316,2.97041446557,10.5625,34.328125,1.80277563773,1.17865499634,6.25,15.625,1.58113883008,0.916290731874,7.5625,20.796875,1.65831239518,1.01160091168,15.21,59.319,1.97484176581,1.36097655314,82.81,753.571,3.0166206258,2.20827441352,6.76,17.576,1.61245154966,0.955511445027,15.21,59.319,1.97484176581,1.36097655314,27.04,140.608,2.2803508502,1.64865862559,42.25,274.625,2.5495097568,1.8718021769,60.84,474.552,2.79284800875,2.0541237337,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,1,1,1.0,0.0,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-inf,0,0,0.0,-inf,0,0,0.0,-inf,0,0,0.0,-inf,0,0,0.0,-inf,0,0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0,0,0.0,-inf,0,0,0.0,-inf
2015-11-18,,,,1.3,18.0,3.75,2.5,2.0,5.2,9.1,2.6,3.9,5.2,6.5,7.8,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.69,2.197,1.1401754251,0.262364264467,324.0,5832.0,4.24264068712,2.8903717579,14.0625,52.734375,1.9364916731,1.32175583998,6.25,15.625,1.58113883008,0.916290731874,4.0,8.0,1.41421356237,0.69314718056,27.04,140.608,2.2803508502,1.64865862559,82.81,753.571,3.0166206258,2.20827441352,6.76,17.576,1.61245154966,0.955511445027,15.21,59.319,1.97484176581,1.36097655314,27.04,140.608,2.2803508502,1.64865862559,42.25,274.625,2.5495097568,1.8718021769,60.84,474.552,2.79284800875,2.0541237337,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,1,1,1.0,0.0,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-inf,0,0,0.0,-inf,0,0,0.0,-inf,0,0,0.0,-inf,0,0,0.0,-inf,0,0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0,0,0.0,-inf,0,0,0.0,-inf
2015-11-19,,,,1.3,18.0,6.6,2.6,2.8,6.5,9.1,2.6,3.9,5.2,6.5,7.8,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.69,2.197,1.1401754251,0.262364264467,324.0,5832.0,4.24264068712,2.8903717579,43.56,287.496,2.56904651573,1.88706964903,6.76,17.576,1.61245154966,0.955511445027,7.84,21.952,1.67332005307,1.02961941718,42.25,274.625,2.5495097568,1.8718021769,82.81,753.571,3.0166206258,2.20827441352,6.76,17.576,1.61245154966,0.955511445027,15.21,59.319,1.97484176581,1.36097655314,27.04,140.608,2.2803508502,1.64865862559,42.25,274.625,2.5495097568,1.8718021769,60.84,474.552,2.79284800875,2.0541237337,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,1,1,1.0,0.0,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-inf,0,0,0.0,-inf,0,0,0.0,-inf,0,0,0.0,-inf,0,0,0.0,-inf,0,0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0,0,0.0,-inf,0,0,0.0,-inf
2015-11-20,,,,1.3,18.0,4.333333333,1.666666667,3.333333333,7.8,9.1,2.6,3.9,5.2,6.5,7.8,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.69,2.197,1.1401754251,0.262364264467,324.0,5832.0,4.24264068712,2.8903717579,18.7777777749,81.3703703516,2.08166599939,1.46633706872,2.77777777889,4.62962963241,1.29099444886,0.510825623966,11.1111111089,37.0370370259,1.82574185826,1.20397280423,60.84,474.552,2.79284800875,2.0541237337,82.81,753.571,3.0166206258,2.20827441352,6.76,17.576,1.61245154966,0.955511445027,15.21,59.319,1.97484176581,1.36097655314,27.04,140.608,2.2803508502,1.64865862559,42.25,274.625,2.5495097568,1.8718021769,60.84,474.552,2.79284800875,2.0541237337,0.0,0.0,0.0,-inf,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0,0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-inf,0,0,0.0,-inf,0,0,0.0,-inf,0,0,0.0,-inf,0,0,0.0,-inf,0,0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0,0,0.0,-inf,0,0,0.0,-inf
2015-11-21,,,,1.3,18.0,7.0,2.333333333,5.0,9.1,9.1,2.6,3.9,5.2,6.5,7.8,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0,739,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.69,2.197,1.1401754251,0.262364264467,324.0,5832.0,4.24264068712,2.8903717579,49.0,343.0,2.64575131106,1.94591014906,5.44444444289,12.7037036983,1.52752523154,0.847297860244,25.0,125.0,2.2360679775,1.60943791243,82.81,753.571,3.0166206258,2.20827441352,82.81,753.571,3.0166206258,2.20827441352,6.76,17.576,1.61245154966,0.955511445027,15.21,59.319,1.97484176581,1.36097655314,27.04,140.608,2.2803508502,1.64865862559,42.25,274.625,2.5495097568,1.8718021769,60.84,474.552,2.79284800875,2.0541237337,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-inf,0,0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-inf,0,0,0.0,-inf,546121,403583419,27.1845544381,6.60529792095,0,0,0.0,-inf,0,0,0.0,-inf,0,0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0,0,0.0,-inf,0,0,0.0,-inf
2015-11-22,,,,1.3,18.0,5.8,3.0,4.4,10.4,9.1,2.6,3.9,5.2,6.5,7.8,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0,-1098,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.69,2.197,1.1401754251,0.262364264467,324.0,5832.0,4.24264068712,2.8903717579,33.64,195.112,2.40831891576,1.75785791755,9.0,27.0,1.73205080757,1.09861228867,19.36,85.184,2.09761769634,1.48160454092,108.16,1124.864,3.22490309932,2.34180580615,82.81,753.571,3.0166206258,2.20827441352,6.76,17.576,1.61245154966,0.955511445027,15.21,59.319,1.97484176581,1.36097655314,27.04,140.608,2.2803508502,1.64865862559,42.25,274.625,2.5495097568,1.8718021769,60.84,474.552,2.79284800875,2.0541237337,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,1.0,1.0,1.0,0.0,0,0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-inf,0,0,0.0,-inf,1205604,-1323753192,,,0,0,0.0,-inf,0,0,0.0,-inf,0,0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0,0,0.0,-inf,0,0,0.0,-inf
2015-11-23,,,,1.3,18.5,8.5,3.0,3.75,11.7,9.1,2.6,3.9,5.2,6.5,7.8,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0,-33,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.69,2.197,1.1401754251,0.262364264467,342.25,6331.625,4.30116263352,2.91777073208,72.25,614.125,2.91547594742,2.1400661635,9.0,27.0,1.73205080757,1.09861228867,14.0625,52.734375,1.9364916731,1.32175583998,136.89,1601.613,3.4205262753,2.4595888418,82.81,753.571,3.0166206258,2.20827441352,6.76,17.576,1.61245154966,0.955511445027,15.21,59.319,1.97484176581,1.36097655314,27.04,140.608,2.2803508502,1.64865862559,42.25,274.625,2.5495097568,1.8718021769,60.84,474.552,2.79284800875,2.0541237337,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0,0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-inf,0,0,0.0,-inf,1089,-35937,,,0,0,0.0,-inf,0,0,0.0,-inf,0,0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0,0,0.0,-inf,0,0,0.0,-inf
2015-11-24,,,,1.3,19.0,7.25,3.75,4.0,13.0,9.1,2.6,3.9,5.2,6.5,7.8,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0,367,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.69,2.197,1.1401754251,0.262364264467,361.0,6859.0,4.35889894354,2.94443897917,52.5625,381.078125,2.69258240357,1.98100146887,14.0625,52.734375,1.9364916731,1.32175583998,16.0,64.0,2.0,1.38629436112,169.0,2197.0,3.60555127546,2.56494935746,82.81,753.571,3.0166206258,2.20827441352,6.76,17.576,1.61245154966,0.955511445027,15.21,59.319,1.97484176581,1.36097655314,27.04,140.608,2.2803508502,1.64865862559,42.25,274.625,2.5495097568,1.8718021769,60.84,474.552,2.79284800875,2.0541237337,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,1,1,1.0,0.0,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-inf,0,0,0.0,-inf,134689,49430863,19.1572440607,5.90536184805,0,0,0.0,-inf,0,0,0.0,-inf,0,0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,0.0,-inf,0,0,0.0,-inf,0,0,0.0,-inf
