,away_WP,to_WP,skiers,new_24,basedepth,open_trails,open_lifts,open_percent,tot_snow,week_snow_tot,2day_snow_tot,3day_snow_tot,4day_snow_tot,5day_snow_tot,6day_snow_tot,day_0,day_4,day_5,day_6,midweek,month_1,month_2,month_3,month_4,month_11,month_12,days_since_start,vet_day,thanksgiv,xmas,mlk_day,pres_day,xmas_sat,mlk_sat,xmas_sun,mlk_sun,xmas_fri,mlk_fri,xmas_mon,mlk_mon,spring_break,new_24_sq,new_24_cu,new_24_sqrt,ln_new_24,basedepth_sq,basedepth_cu,basedepth_sqrt,ln_basedepth,open_trails_sq,open_trails_cu,open_trails_sqrt,ln_open_trails,open_lifts_sq,open_lifts_cu,open_lifts_sqrt,ln_open_lifts,open_percent_sq,open_percent_cu,open_percent_sqrt,ln_open_percent,tot_snow_sq,tot_snow_cu,tot_snow_sqrt,ln_tot_snow,week_snow_tot_sq,week_snow_tot_cu,week_snow_tot_sqrt,ln_week_snow_tot,2day_snow_tot_sq,2day_snow_tot_cu,2day_snow_tot_sqrt,ln_2day_snow_tot,3day_snow_tot_sq,3day_snow_tot_cu,3day_snow_tot_sqrt,ln_3day_snow_tot,4day_snow_tot_sq,4day_snow_tot_cu,4day_snow_tot_sqrt,ln_4day_snow_tot,5day_snow_tot_sq,5day_snow_tot_cu,5day_snow_tot_sqrt,ln_5day_snow_tot,6day_snow_tot_sq,6day_snow_tot_cu,6day_snow_tot_sqrt,ln_6day_snow_tot,days_since_start_sq,days_since_start_cu,days_since_start_sqrt,ln_days_since_start
1/28/12,4862,5658,8014,1,53,111,23,50,79,15,7,7,9,9,10,0,0,1,0,0,1,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2809,148877,7.280109889,3.970291914,12321,1367631,10.53565375,4.709530201,529,12167,4.795831523,3.135494216,2500,125000,7.071067812,3.912023005,6241,493039,8.888194417,4.369447852,225,3375,3.872983346,2.708050201,49,343,2.645751311,1.945910149,49,343,2.645751311,1.945910149,81,729,3,2.197224577,81,729,3,2.197224577,100,1000,3.16227766,2.302585093,5929,456533,8.774964387,4.343805422
1/29/12,8060,4229,4183,0,53,112,23,55,79,10,1,7,7,9,9,0,0,0,1,0,1,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,2809,148877,7.280109889,3.970291914,12544,1404928,10.58300524,4.718498871,529,12167,4.795831523,3.135494216,3025,166375,7.416198487,4.007333185,6241,493039,8.888194417,4.369447852,100,1000,3.16227766,2.302585093,1,1,1,0,49,343,2.645751311,1.945910149,49,343,2.645751311,1.945910149,81,729,3,2.197224577,81,729,3,2.197224577,6084,474552,8.831760866,4.356708827
1/30/12,3122,2676,3737,0,52,111,20,55,79,9,0,1,7,7,9,1,0,0,0,0,1,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,2704,140608,7.211102551,3.951243719,12321,1367631,10.53565375,4.709530201,400,8000,4.472135955,2.995732274,3025,166375,7.416198487,4.007333185,6241,493039,8.888194417,4.369447852,81,729,3,2.197224577,0,0,0,#NAME?,1,1,1,0,49,343,2.645751311,1.945910149,49,343,2.645751311,1.945910149,81,729,3,2.197224577,6241,493039,8.888194417,4.369447852
1/31/12,2978,2142,2901,0,52,113,19,55,79,9,0,0,1,7,7,0,0,0,0,1,1,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,2704,140608,7.211102551,3.951243719,12769,1442897,10.63014581,4.727387819,361,6859,4.358898944,2.944438979,3025,166375,7.416198487,4.007333185,6241,493039,8.888194417,4.369447852,81,729,3,2.197224577,0,0,0,#NAME?,0,0,0,#NAME?,1,1,1,0,49,343,2.645751311,1.945910149,49,343,2.645751311,1.945910149,6400,512000,8.94427191,4.382026635
2/1/12,2266,2294,2929,0,52,113,19,55,79,7,0,0,0,1,7,0,0,0,0,1,0,1,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,2704,140608,7.211102551,3.951243719,12769,1442897,10.63014581,4.727387819,361,6859,4.358898944,2.944438979,3025,166375,7.416198487,4.007333185,6241,493039,8.888194417,4.369447852,49,343,2.645751311,1.945910149,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,1,1,1,0,49,343,2.645751311,1.945910149,6561,531441,9,4.394449155
2/2/12,2119,3108,3918,0,47,113,19,55,79,7,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,2209,103823,6.8556546,3.850147602,12769,1442897,10.63014581,4.727387819,361,6859,4.358898944,2.944438979,3025,166375,7.416198487,4.007333185,6241,493039,8.888194417,4.369447852,49,343,2.645751311,1.945910149,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,1,1,1,0,6724,551368,9.055385138,4.406719247
2/3/12,0,3268,7186,1,47,113,19,55,80,2,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2209,103823,6.8556546,3.850147602,12769,1442897,10.63014581,4.727387819,361,6859,4.358898944,2.944438979,3025,166375,7.416198487,4.007333185,6400,512000,8.94427191,4.382026635,4,8,1.414213562,0.693147181,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,6889,571787,9.110433579,4.418840608
2/4/12,3380,3731,7537,0.5,43.5,113,21,55,81,1.5,1.5,1.5,1.5,1.5,1.5,0,0,1,0,0,0,1,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.125,0.707106781,-0.693147181,1892.25,82312.875,6.595452979,3.772760938,12769,1442897,10.63014581,4.727387819,441,9261,4.582575695,3.044522438,3025,166375,7.416198487,4.007333185,6561,531441,9,4.394449155,2.25,3.375,1.224744871,0.405465108,2.25,3.375,1.224744871,0.405465108,2.25,3.375,1.224744871,0.405465108,2.25,3.375,1.224744871,0.405465108,2.25,3.375,1.224744871,0.405465108,2.25,3.375,1.224744871,0.405465108,7056,592704,9.16515139,4.430816799
2/5/12,5819,2848,4566,0,47,113,22,55,81,1.5,0.5,1.5,1.5,1.5,1.5,0,0,0,1,0,0,1,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,2209,103823,6.8556546,3.850147602,12769,1442897,10.63014581,4.727387819,484,10648,4.69041576,3.091042453,3025,166375,7.416198487,4.007333185,6561,531441,9,4.394449155,2.25,3.375,1.224744871,0.405465108,0.25,0.125,0.707106781,-0.693147181,2.25,3.375,1.224744871,0.405465108,2.25,3.375,1.224744871,0.405465108,2.25,3.375,1.224744871,0.405465108,2.25,3.375,1.224744871,0.405465108,7225,614125,9.219544457,4.442651256
2/6/12,2497,1796,3865,0,46,114,18,55,81,1.5,0,0.5,1.5,1.5,1.5,1,0,0,0,0,0,1,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,2116,97336,6.782329983,3.828641396,12996,1481544,10.67707825,4.736198448,324,5832,4.242640687,2.890371758,3025,166375,7.416198487,4.007333185,6561,531441,9,4.394449155,2.25,3.375,1.224744871,0.405465108,0,0,0,#NAME?,0.25,0.125,0.707106781,-0.693147181,2.25,3.375,1.224744871,0.405465108,2.25,3.375,1.224744871,0.405465108,2.25,3.375,1.224744871,0.405465108,7396,636056,9.273618496,4.454347296
2/7/12,1710,1733,3888,1,46,114,18,55,82,2.5,1,1,1.5,2.5,2.5,0,0,0,0,1,0,1,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2116,97336,6.782329983,3.828641396,12996,1481544,10.67707825,4.736198448,324,5832,4.242640687,2.890371758,3025,166375,7.416198487,4.007333185,6724,551368,9.055385138,4.406719247,6.25,15.625,1.58113883,0.916290732,1,1,1,0,1,1,1,0,2.25,3.375,1.224744871,0.405465108,6.25,15.625,1.58113883,0.916290732,6.25,15.625,1.58113883,0.916290732,7569,658503,9.327379053,4.465908119
2/8/12,2084,2302,4106,0,46,118,18,55,82,2.5,1,1,1,1.5,2.5,0,0,0,0,1,0,1,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,2116,97336,6.782329983,3.828641396,13924,1643032,10.86278049,4.770684624,324,5832,4.242640687,2.890371758,3025,166375,7.416198487,4.007333185,6724,551368,9.055385138,4.406719247,6.25,15.625,1.58113883,0.916290732,1,1,1,0,1,1,1,0,1,1,1,0,2.25,3.375,1.224744871,0.405465108,6.25,15.625,1.58113883,0.916290732,7744,681472,9.38083152,4.477336814
2/9/12,2186,2665,4585,4,50,118,18,55,86,6.5,4,5,5,5,5.5,0,0,0,0,1,0,1,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,64,2,1.386294361,2500,125000,7.071067812,3.912023005,13924,1643032,10.86278049,4.770684624,324,5832,4.242640687,2.890371758,3025,166375,7.416198487,4.007333185,7396,636056,9.273618496,4.454347296,42.25,274.625,2.549509757,1.871802177,16,64,2,1.386294361,25,125,2.236067978,1.609437912,25,125,2.236067978,1.609437912,25,125,2.236067978,1.609437912,30.25,166.375,2.34520788,1.704748092,7921,704969,9.433981132,4.48863637
2/10/12,2757,6234,8062,4,54,120,18,60,90,9.5,8,8,9,9,9,0,1,0,0,0,0,1,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,64,2,1.386294361,2916,157464,7.348469228,3.988984047,14400,1728000,10.95445115,4.787491743,324,5832,4.242640687,2.890371758,3600,216000,7.745966692,4.094344562,8100,729000,9.486832981,4.49980967,90.25,857.375,3.082207001,2.251291799,64,512,2.828427125,2.079441542,64,512,2.828427125,2.079441542,81,729,3,2.197224577,81,729,3,2.197224577,81,729,3,2.197224577,8100,729000,9.486832981,4.49980967
2/11/12,4506,5213,8769,4,54,120,23,60,96,13,8,12,12,13,13,0,0,1,0,0,0,1,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,64,2,1.386294361,2916,157464,7.348469228,3.988984047,14400,1728000,10.95445115,4.787491743,529,12167,4.795831523,3.135494216,3600,216000,7.745966692,4.094344562,9216,884736,9.797958971,4.564348191,169,2197,3.605551275,2.564949357,64,512,2.828427125,2.079441542,144,1728,3.464101615,2.48490665,144,1728,3.464101615,2.48490665,169,2197,3.605551275,2.564949357,169,2197,3.605551275,2.564949357,8281,753571,9.539392014,4.510859507
