,away_WP,to_WP,skiers,new_24,basedepth,open_trails,open_lifts,open_percent,tot_snow,week_snow_tot,2day_snow_tot,3day_snow_tot,4day_snow_tot,5day_snow_tot,6day_snow_tot,day_0,day_1,day_2,day_3,day_4,day_5,day_6,month_1,month_2,month_3,month_4,month_11,month_12,vet_day,thanksgiv,xmas,new_years,mlk_day,pres_day,new_years_sat,mlk_sat,new_years_sun,mlk_sun,new_years_fri,mlk_fri,new_years_mon,mlk_mon,spring_break,spring_break_ends
11/23/11,2723,4357,-265,0,18,0,0,0,13,8,2,2,6,7,7,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1622,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/24/11,1911,2704,1369,0,18,0,0,0,13,7,0,2,2,6,7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,775,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/25/11,3131,4319,2162,0,18,0,0,0,13,7,0,0,2,2,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1094,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/26/11,4287,2846,3350,3,18,0,0,0,16,9,3,3,3,5,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-1576,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/27/11,3029,0,321,0,18,0,0,0,16,5,3,3,3,3,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-3029,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/28/11,1976,1570,-85,0,18,0,0,0,16,5,0,3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-397,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/29/11,1696,1719,-62,0,18,0,0,0,16,3,0,0,3,3,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/30/11,1851,1892,-21,0,18,0,0,0,16,3,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/11,1181,1335,133,0,18,0,0,0,16,3,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/2/11,1891,3517,1759,0,18,0,0,0,16,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/3/11,2467,2795,2087,0,18,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/4/11,3790,2065,362,3,18,0,0,0,19,3,3,3,3,3,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/5/11,1660,1540,242,1,18,0,0,0,20,4,4,4,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/6/11,1703,1698,237,0,18,18,6,7,20,4,1,4,4,4,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/7/11,1866,1894,265,0,18,17,6,7,20,4,0,1,4,4,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/8/11,1728,1979,516,0,18,17,6,7,20,4,0,0,1,4,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/9/11,2074,3536,1978,1,18,19,6,7,21,5,1,1,1,2,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/10/11,3360,3585,2203,0,18,21,8,7,21,5,1,1,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/11/11,4003,2293,493,0,18,21,7,7,21,2,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/12/11,2008,1843,328,0,18,21,6,7,21,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/13/11,1761,1785,352,0,18,22,8,7,21,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/14/11,1803,1825,374,1,18,23,8,8,22,2,1,1,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
