COUNTSTATIONID,COUNTDIR,COUNTDATE,HOUR0,HOUR1,HOUR2,HOUR3,HOUR4,HOUR5,HOUR6,HOUR7,HOUR8,HOUR9,HOUR10,HOUR11,HOUR12,HOUR13,HOUR14,HOUR15,HOUR16,HOUR17,HOUR18,HOUR19,HOUR20,HOUR21,HOUR22,HOUR23,FormattedDate
000223,S,20140124,16,11,7,12,32,124,74,156,335,337,282,256,206,236,315,343,529,716,704,676,590,309,133,71,01/24/2014
000223,P,20140125,5,2,3,3,5,15,60,54,77,119,168,198,224,311,526,684,690,684,301,218,134,71,27,21,01/25/2014
000223,S,20140125,28,11,6,12,23,94,281,764,620,545,528,450,320,237,208,215,228,204,155,132,90,78,39,24,01/25/2014
000223,P,20140126,6,5,4,4,9,13,57,93,134,354,648,793,789,851,776,652,573,582,559,410,282,119,26,12,01/26/2014
000223,S,20140126,17,4,8,6,18,45,95,688,412,317,278,209,155,143,134,113,124,142,110,89,72,36,26,12,01/26/2014
000223,P,20140127,7,5,3,3,11,30,103,141,136,135,175,181,175,159,114,186,231,170,96,41,16,10,5,6,01/27/2014
000223,S,20140127,14,9,5,9,22,97,42,72,133,176,133,87,107,70,85,63,103,81,60,53,51,63,18,15,01/27/2014
000223,P,20140128,2,4,2,3,10,16,53,52,95,98,116,121,142,178,255,297,350,187,107,54,19,19,8,4,01/28/2014
000223,S,20140128,16,7,5,10,22,117,54,75,271,282,237,162,113,99,110,110,148,97,65,51,46,32,28,12,01/28/2014
000223,P,20140129,2,5,2,0,2,18,59,58,82,114,144,138,144,180,238,292,349,180,100,50,30,16,16,4,01/29/2014
000223,S,20140129,12,8,6,3,31,143,56,118,269,246,195,120,129,119,107,138,154,135,89,92,87,53,58,27,01/29/2014
000223,P,20140130,4,1,1,2,5,17,43,45,49,98,51,111,99,176,231,224,325,154,104,35,21,8,3,4,01/30/2014
000223,S,20140130,15,8,4,15,36,143,56,199,363,253,156,114,101,119,140,170,197,252,324,294,66,11,9,4,01/30/2014
000223,P,20140131,0,0,4,1,10,13,21,15,41,67,102,121,128,200,319,507,543,366,160,54,30,16,16,4,01/31/2014
000223,S,20140131,6,5,2,7,16,95,33,147,456,622,491,311,250,240,279,305,322,324,284,308,314,324,496,138,01/31/2014
000223,P,20140201,4,7,3,3,7,9,30,45,60,108,150,206,275,284,689,567,376,786,517,212,140,66,39,9,02/01/2014
000223,S,20140201,45,27,14,9,14,84,198,620,690,622,539,458,247,199,197,186,181,143,91,117,73,48,43,22,02/01/2014
000223,P,20140202,9,6,2,5,9,9,39,72,165,286,554,679,660,677,639,631,611,364,132,112,199,158,45,14,02/02/2014
000223,S,20140202,9,4,3,3,20,47,104,615,567,300,209,177,132,104,98,102,78,48,32,17,46,60,30,13,02/02/2014
