,away_WP,to_WP,day_of_week,skiers,new_24,basedepth,open_trails,open_lifts,open_percent,tot_snow,week_snow_tot,2day_snow_tot,3day_snow_tot,4day_snow_tot,5day_snow_tot,6day_snow_tot
1/4/12,2334,2303,2,1405,0,28,63,15,20,35,4,0,0,4,4,4
1/5/12,2359,2490,3,1536,0,31,63,15,20,35,4,0,0,0,4,4
1/6/12,2638,4091,4,2989,0,31,63,15,20,35,4,0,0,0,0,4
1/7/12,3077,3199,5,3111,0,31,63,15,20,35,4,0,0,0,0,0
1/8/12,4887,2904,6,1128,7,30,63,15,20,42,7,7,7,7,7,7
1/9/12,2387,2066,0,807,0,38,71,15,25,42,7,7,7,7,7,7
1/10/12,2110,2069,1,766,0,38,72,15,25,42,7,0,7,7,7,7
1/11/12,1670,1737,2,833,4,39,80,16,30,46,11,4,4,11,11,11
1/12/12,2681,3030,3,1182,4,41,88,16,35,50,15,8,8,8,15,15
1/13/12,2996,5877,4,4063,0,40,89,16,30,50,15,4,8,8,8,15
1/14/12,4044,5440,5,5459,0,40,90,16,30,50,15,0,4,8,8,8
1/15/12,5571,3287,6,3175,0,40,90,16,30,50,8,0,0,4,8,8
1/16/12,5002,2370,0,543,0,38,90,21,30,50,8,0,0,0,4,8
1/17/12,2280,2019,1,282,8,45,91,21,30,58,16,8,8,8,8,12
1/18/12,1883,1835,2,234,0,45,91,14,30,58,12,8,8,8,8,8
1/19/12,1792,2326,3,768,1,44,93,18,35,59,9,1,9,9,9,9
1/20/12,2568,5829,4,4029,3,44,93,18,40,62,12,4,4,12,12,12
1/21/12,4002,4981,5,5008,2,46,96,20,40,64,14,5,6,6,14,14
1/22/12,7332,3401,6,1077,5,48,95,20,40,69,19,7,10,11,11,19
1/23/12,2682,1978,0,373,1,48,95,20,40,70,20,6,8,11,12,12
1/24/12,1854,1799,1,318,0,48,95,18,40,70,12,1,6,8,11,12
1/25/12,2260,2380,2,438,2,49,95,17,40,72,14,2,3,8,10,13
1/26/12,2317,3112,3,1233,0,49,106,19,45,72,13,2,2,3,8,10
1/27/12,0,3268,4,4501,6,50,108,19,50,78,16,6,8,8,9,14
1/28/12,4862,5658,5,5297,1,53,111,23,50,79,15,7,7,9,9,10
1/29/12,8060,4229,6,1466,0,53,112,23,55,79,10,1,7,7,9,9
1/30/12,3122,2676,0,1020,0,52,111,20,55,79,9,0,1,7,7,9
1/31/12,2978,2142,1,184,0,52,113,19,55,79,9,0,0,1,7,7
2/1/12,2266,2294,2,212,0,52,113,19,55,79,7,0,0,0,1,7
2/2/12,2119,3108,3,1201,0,47,113,19,55,79,7,0,0,0,0,1
2/3/12,0,3268,4,4469,1,47,113,19,55,80,2,1,1,1,1,1
2/4/12,3380,3731,5,4820,0.5,43.5,113,21,55,81,1.5,1.5,1.5,1.5,1.5,1.5
2/5/12,5819,2848,6,1849,0,47,113,22,55,81,1.5,0.5,1.5,1.5,1.5,1.5
2/6/12,2497,1796,0,1148,0,46,114,18,55,81,1.5,0,0.5,1.5,1.5,1.5
2/7/12,1710,1733,1,1171,1,46,114,18,55,82,2.5,1,1,1.5,2.5,2.5
2/8/12,2084,2302,2,1389,0,46,118,18,55,82,2.5,1,1,1,1.5,2.5
2/9/12,2186,2665,3,1868,4,50,118,18,55,86,6.5,4,5,5,5,5.5
2/10/12,2757,6234,4,5345,4,54,120,18,60,90,9.5,8,8,9,9,9
2/11/12,4506,5213,5,6052,4,54,120,23,60,96,13,8,12,12,13,13
2/12/12,7601,3338,6,1789,0,57,120,23,60,98,13,4,8,12,12,13
2/13/12,2795,2155,0,1149,5,60,120,18,60,103,18,5,9,13,17,17
2/14/12,2052,2024,1,1121,4,63,121,18,70,107,21,9,9,13,17,21
2/15/12,2194,2416,2,1343,1,62,123,19,75,108,22,5,10,10,14,18
2/16/12,2486,3521,3,2378,1,60,123,19,75,109,19,2,6,11,11,15
2/17/12,3385,7731,4,6724,0,60,127,20,80,109,15,1,2,6,11,11
2/18/12,4542,6345,5,8527,1,60,127,24,80,110,12,1,2,3,7,12
2/19/12,6623,4116,6,6020,0,53,127,23,80,110,12,1,1,2,3,7
2/20/12,3989,0,0,2031,4,62,127,23,80,114,11,4,5,5,6,7
2/21/12,3009,2249,1,1271,1,61,127,19,80,115,8,5,5,6,6,7
2/22/12,2074,2075,2,1272,1,58,127,19,80,116,8,2,6,6,7,7
2/23/12,1043,1691,3,1920,7,63,128,19,80,123,14,8,9,13,13,14
2/24/12,3352,6411,4,4979,1,63,128,19,80,124,15,8,9,10,14,14
2/25/12,4996,5498,5,5481,0,61,128,24,80,124,14,1,8,9,10,14
2/26/12,7147,3134,6,1468,2,61,129,23,80,126,16,2,3,10,11,12
2/27/12,2938,2142,0,672,0,59,129,19,85,126,12,2,2,3,10,11
2/28/12,1607,1640,1,705,0,59,129,19,85,126,11,0,2,2,3,10
2/29/12,2386,2567,2,886,9,67,129,19,85,135,19,9,9,11,11,12
3/1/12,0,843,3,1729,1,64,129,19,85,136,13,10,10,10,12,12
3/2/12,0,3982,4,5711,6,64,129,19,85,142,18,7,16,16,16,18
3/3/12,4848,5345,5,6208,1,68,129,24,85,143,19,7,8,17,17,17
3/4/12,8124,3509,6,1593,1,64,128,23,85,144,18,2,8,9,18,18
3/5/12,2966,2253,0,880,2,65,132,19,85,146,20,3,4,10,11,20
3/6/12,2356,2264,1,788,0,64,132,19,85,146,20,2,3,4,10,11
3/7/12,1947,2077,2,918,0,63,132,19,85,146,11,0,2,3,4,10
3/8/12,2347,2827,3,1398,0,63,132,19,85,146,10,0,0,2,3,4
3/9/12,2983,5594,4,4009,0,62,132,19,85,146,4,0,0,0,2,3
3/10/12,4336,5520,5,5193,0,62,127,24,85,146,3,0,0,0,0,2
3/11/12,1949,0,6,3244,0,61,127,23,85,146,2,0,0,0,0,0
3/12/12,2821,2543,0,2966,0,59,127,19,85,146,0,0,0,0,0,0
3/13/12,2506,2352,1,2812,0,58,127,19,85,146,0,0,0,0,0,0
3/14/12,2687,2560,2,2685,0,58,127,19,85,146,0,0,0,0,0,0
3/15/12,2787,2865,3,2763,0,58,127,20,85,146,0,0,0,0,0,0
3/16/12,3291,4648,4,4120,0,57,126,20,85,146,0,0,0,0,0,0
3/17/12,3821,4145,5,4444,0,57,125,24,85,146,0,0,0,0,0,0
3/18/12,4877,2718,6,2285,0,56,125,23,85,146,0,0,0,0,0,0
3/19/12,2180,2014,0,2119,4,58,125,19,85,150,4,4,4,4,4,4
3/20/12,2325,2238,1,2032,3,60,125,19,85,153,7,7,7,7,7,7
3/21/12,2533,2453,2,1952,0,61,125,19,85,153,7,3,7,7,7,7
3/22/12,2503,2797,3,2246,0,59,125,19,85,153,7,0,3,7,7,7
3/23/12,2945,4555,4,3856,0,57,123,20,80,153,7,0,0,3,7,7
3/24/12,3573,4293,5,4576,0,54,123,24,80,153,7,0,0,0,3,7
3/25/12,4635,2896,6,2837,0,55,123,23.5,80,153,7,0,0,0,0,3
3/26/12,2837,2400,0,2400,0,55,123,19,80,153,3,0,0,0,0,0
3/27/12,2571,2408,1,2237,0,54,122,19,80,153,0,0,0,0,0,0
3/28/12,2574,2675,2,2338,0,54,115,19,80,153,0,0,0,0,0,0
3/29/12,2639,2892,3,2591,0,53,116,19,80,153,0,0,0,0,0,0
3/30/12,3070,3767,4,3288,0,52,115,18,80,153,0,0,0,0,0,0
3/31/12,3250,2938,5,2976,0,51,112,20,80,153,0,0,0,0,0,0
4/1/12,4210,1971,6,737,0,49,104,19,70,153,0,0,0,0,0,0
4/2/12,1890,1494,0,341,0,49,91,15,60,153,0,0,0,0,0,0
4/3/12,1418,1353,1,276,1,49,86,15,60,154,1,1,1,1,1,1
4/4/12,1861,1874,2,289,1,49,84,14,60,155,2,2,2,2,2,2
4/5/12,1965,2158,3,482,0,48,84,14,60,155,2,1,2,2,2,2
4/6/12,2274,3001,4,1209,0,47,84,13,60,155,2,0,1,2,2,2
4/7/12,2535,2327,5,1001,0,47,84,13,60,155,2,0,0,1,2,2
4/8/12,2786,1485,6,-300,0,47,83,15,60,155,2,0,0,0,1,2
4/9/12,1790,1520,0,-570,0,47,83,13,60,155,2,0,0,0,0,1
4/10/12,1632,1616,1,-586,0,47,83,13,60,155,1,0,0,0,0,0
4/11/12,1717,1675,2,-628,0,47,78,13,60,155,0,0,0,0,0,0
4/12/12,1711,1728,3,-611,0,46,78,13,60,155,0,0,0,0,0,0
4/13/12,1877,2476,4,-12,1,45,74,13,60,156,1,1,1,1,1,1
4/14/12,1600,1893,5,281,1,43,66,13,60,157,2,2,2,2,2,2
4/15/12,2467,1578,6,-608,6,47,66,13,60,163,8,7,8,8,8,8
4/16/12,1681,1447,0,-842,4,54,53,6,40,167,12,10,11,12,12,12
4/17/12,1580,1551,1,-871,0,54,22,6,30,167,12,4,10,11,12,12
4/18/12,1537,1573,2,-835,0,54,22,5,30,167,12,0,4,10,11,12
4/19/12,1524,1661,3,-698,2,49,22,5,30,169,14,2,2,6,12,13
4/20/12,1806,2960,4,456,1,51,22,5,25,170,14,3,3,3,7,13
4/21/12,2095,2725,5,1086,0,51,22,5,18,170,13,1,3,3,3,7
4/22/12,3571,1912,6,-573,0,50,22,5,18,170,7,0,1,3,3,3FormattedDate,away_WP,to_WP,day_of_week,skiers,new_24,basedepth,open_trails,open_lifts,open_percent,tot_snow,week_snow_tot,2day_snow_tot,3day_snow_tot,4day_snow_tot,5day_snow_tot,6day_snow_tot
11/17/12,2081,2627,5,1376,1,18,4,3,3,1,7.130573248,2.6,3.9,5.2,6.5,7.8
11/18/12,3084,1778,6,1922,0,18,5,3,4,1,7.130573248,1,3.9,5.2,6.5,7.8
11/19/12,2062,2050,0,616,0,18,5,3,4,1,7.130573248,0,1,5.2,6.5,7.8
11/20/12,2063,2480,1,604,0,18,2,1,2,1,7.130573248,0,0,1,6.5,7.8
11/21/12,2452,3941,2,1021,1.3,18,2,1,2,2.3,7.130573248,1.3,1.3,1.3,6.5,7.8
11/22/12,1606,2288,3,2510,0,18,3.5,4,3,2.3,7.13,1.3,1.3,1.3,1.3,2.3
11/23/12,2910,3722,4,3192,1.3,18,3.5,4,3,3.6,3.6,1.3,2.6,2.6,2.6,2.6
11/24/12,3756,2276,5,4004,0,18,5,7,4,3.6,2.6,1.3,1.3,2.6,2.6,2.6
11/25/12,4037,1411,6,2524,0,18,5,7,4,3.6,2.6,0,1.3,1.3,2.6,2.6
11/26/12,1691,1325,0,-102,1.3,18,5,7,4,4.9,3.9,1.3,1.3,2.6,2.6,3.9
11/27/12,1489,1510,1,-468,0,18,5,7,4,4.9,3.9,1.3,1.3,1.3,2.6,2.6
11/28/12,1569,1627,2,-447,1.3,18,5,7,4,6.2,3.9,1.3,2.6,2.6,2.6,3.9
11/29/12,1606,1683,3,-389,1.3,18,5,7,4,7.5,5.2,2.6,2.6,3.9,3.9,3.9
11/30/12,1812,2977,4,-312,0,18,6.5,8,5,7.5,3.9,1.3,2.6,2.6,3.9,3.9
12/1/12,2623,3007,5,853,0,18,7,5,1,7.5,3.9,0,1.3,2.6,2.6,3.9
12/2/12,3278,1834,6,1237,0,18,7,5,1,7.5,3.9,0,0,1.3,2.6,2.6
12/3/12,1619,1509,0,-207,1,18,7,5,1,8.5,3.6,1,1,1,2.3,3.6
12/4/12,1506,1486,1,-317,0,18,7,5,1,8.5,3.6,1,1,1,1,2.3
12/5/12,1665,1602,2,-337,0,18,7,5,1,8.5,2.3,0,1,1,1,1
12/6/12,1472,1648,3,-400,0,18,7,10,1,8.5,1,0,0,1,1,1
12/7/12,1729,3081,4,-224,1,18,7,5,1,9.5,2,1,1,1,2,2
12/8/12,2218,2781,5,1128,7,18,7,5,1,16.5,9,8,8,8,8,9
12/9/12,3709,1983,6,1691,7,18,9,10,2,23.5,16,14,15,15,15,15
12/10/12,1650,1480,0,-35,0,18,10,6,2,23.5,15,7,14,15,15,15
12/11/12,1556,1624,1,-205,3,29,14,7,2,26.5,18,3,10,17,18,18
12/12/12,1790,1815,2,-137,0,27,18,6,2,26.5,18,3,3,10,17,18
12/13/12,2058,2280,3,-112,0,27,28,10,10,26.5,18,0,3,3,10,17
12/14/12,2104,3676,4,110,0,26,34,10,10,26.5,17,0,0,3,3,10
12/15/12,3083,3662,5,1682,2,25,37,11,11,28.5,12,2,2,2,5,5
12/16/12,4333,2646,6,2261,6,30,38,11,11,34.5,11,8,8,8,8,11
12/17/12,2316,2006,0,574,4,32,39,11,11,38.5,15,10,12,12,12,12
12/18/12,1899,2206,1,264,8,36,42,11,15,46.5,20,12,18,20,20,20
12/19/12,2044,2217,2,571,2,43,52,11,17,48.5,22,10,14,20,22,22
12/20/12,2886,3276,3,744,1,42,54,13,27,49.5,23,3,11,15,21,23
12/21/12,3244,5032,4,1134,0,40,80,15,50,49.5,23,1,3,11,15,21
12/22/12,3570,5142,5,2922,0,38,86.5,16,50,49.5,21,0,1,3,11,15
12/23/12,3989,3784,6,4494,0,37,87,16,50,49.5,15,0,0,1,3,11
12/24/12,3259,3069,0,4289,0,36,90,16,50,49.5,11,0,0,0,1,3
12/25/12,2526,2573,1,4099,3,37,94,17,51,52.5,6,3,3,3,3,4
12/26/12,4084,5026,2,4146,3,39,95,21,51,55.5,7,6,6,6,6,6
12/27/12,4022,5183,3,5088,8,45,97,21,51,63.5,14,11,14,14,14,14
12/28/12,5002,6651,4,6249,6,47,112,22,57,69.5,20,14,17,20,20,20
12/29/12,5407,6092,5,7898,1,43,113,21,57,70.5,21,7,15,18,21,21
12/30/12,5443,4805,6,8583,0,45,115,22,60,70.5,21,1,7,15,18,21
12/31/12,4031,4050,0,7945,0,42,117,22,60,70.5,21,0,1,7,15,18
1/1/13,6971,3616,1,7964,3,42,117,23,60,73.5,21,3,3,4,10,18
1/2/13,4260,3422,2,4609,1,43,117,23,60,74.5,19,4,4,4,5,11
1/3/13,3783,3768,3,3771,0,43,118,23,60,74.5,11,1,4,4,4,5
1/4/13,4313,5621,4,3756,0,40,118,23,60,74.5,5,0,1,4,4,4
1/5/13,5692,5289,5,5064,0,39,123,23,60,74.5,4,0,0,1,4,4
1/6/13,6573,3779,6,4661,0,39,118,23,60,74.5,4,0,0,0,1,4
1/7/13,3051,2336,0,1867,1.7,39,118,23,60,76.2,5.7,1.7,1.7,1.7,1.7,2.7
1/8/13,2328,2210,1,1152,0,38,118,20,60,76.2,2.7,1.7,1.7,1.7,1.7,1.7
1/9/13,2386,2336,2,1034,0,38,118,20,60,76.2,1.7,0,1.7,1.7,1.7,1.7
1/10/13,2558,2749,3,984,0,38,118,19,60,76.2,1.7,0,0,1.7,1.7,1.7
1/11/13,2599,4453,4,1175,0,37,118,19,60,76.2,1.7,0,0,0,1.7,1.7
1/12/13,3147,3457,5,3029,6,42,118,23,60,82.2,7.7,6,6,6,6,7.7
1/13/13,5051,2393,6,3339,1,43,119,19,60,83.2,8.7,7,7,7,7,7
1/14/13,2060,1698,0,681,0,42,117,19,60,83.2,7,1,7,7,7,7
1/15/13,1830,1781,1,319,0,42,119,19,60,83.2,7,0,1,7,7,7
1/16/13,2255,2405,2,270,1,42,119,19,60,84.2,8,1,1,2,8,8
1/17/13,2393,2981,3,420,0,42,120,19,60,84.2,8,1,1,1,2,8
1/18/13,3096,6813,4,1008,0,42,120,18,62,84.2,8,0,1,1,1,2
1/19/13,4526,6207,5,4725,0,41,120,18,62,84.2,2,0,0,1,1,1
1/20/13,6446,4043,6,6406,0,41,120,23,65,84.2,1,0,0,0,1,1
1/21/13,6284,2727,0,4003,0,40,120,23,65,84.2,1,0,0,0,0,1
1/22/13,2344,2016,1,446,0,40,121,18,70,84.2,1,0,0,0,0,0
1/23/13,2055,2134,2,118,0,40,121,18,70,84.2,0,0,0,0,0,0
1/24/13,1998,2529,3,197,0,39,121,18,70,84.2,0,0,0,0,0,0
1/25/13,2195,5652,4,728,0,39,121,18,70,84.2,0,0,0,0,0,0
1/26/13,4269,5001,5,4185,0,39,121,23,70,84.2,0,0,0,0,0,0
1/27/13,7131,2912,6,4917,1,39,121,23,70,85.2,1,1,1,1,1,1
1/28/13,2332,1724,0,698,1,41,121,18,70,86.2,2,2,2,2,2,2
1/29/13,1944,2004,1,90,5,41,121,18,70,91.2,7,6,7,7,7,7
1/30/13,1936,2100,2,150,0,46,121,18,70,91.2,7,5,6,7,7,7
1/31/13,2116,2718,3,314,4,48,121,18,70,95.2,11,4,9,10,11,11
2/1/13,3031,6329,4,916,1,48,128,19,70,96.2,12,5,5,10,11,12
2/2/13,5237,5933,5,4214,6,53,128,19,70,102.2,18,7,11,11,16,17
2/3/13,7605,4279,6,4910,0,51,128,21.5,70,102.2,17,6,7,11,11,16
2/4/13,3407,2760,0,1584,2.2,50,128,21.5,70,104.4,18.2,2.2,8.2,9.2,13.2,13.2
2/5/13,3019,2362,1,937,0,49,128,18,70,104.4,13.2,2.2,2.2,8.2,9.2,13.2
2/6/13,2342,2373,2,280,0,49,128,18,70,104.4,13.2,0,2.2,2.2,8.2,9.2
2/7/13,2277,2897,3,311,5,51,128,20,70,109.4,14.2,5,5,7.2,7.2,13.2
2/8/13,2923,6500,4,931,2,51,128,20,70,111.4,15.2,7,7,7,9.2,9.2
2/9/13,4110,5160,5,4508,0,50,128,23,70,111.4,9.2,2,7,7,7,9.2
2/10/13,8294,3996,6,5558,6,55,128,23,70,117.4,15.2,6,8,13,13,13
2/11/13,3100,2261,0,1260,3,56,128,19,70,120.4,16,9,9,11,16,16
2/12/13,2348,2289,1,421,2,56,128,20,70,122.4,18,5,11,11,13,18
2/13/13,2333,2493,2,362,1,55,129,20,70,123.4,19,3,6,12,12,14
2/14/13,2274,3268,3,522,5,60,129,19,70,128.4,19,6,8,11,17,17
2/15/13,3731,8331,4,1516,4,59,129,19,70,132.4,21,9,10,12,15,21
2/16/13,4813,6269,5,6116,1,56,129,25,70,133.4,22,5,10,11,13,16
2/17/13,6977,4311,6,7572,0.5,57,129,25,70,133.9,16.5,1.5,5.5,10.5,11.5,13.5
2/18/13,6758,2805,0,4906,1,56,129,24,70,134.9,14.5,1.5,2.5,6.5,11.5,12.5
2/19/13,3341,2508,1,953,1,55,129,19,70,135.9,13.5,2,2.5,3.5,7.5,12.5
2/20/13,2208,2323,2,120,0,55,129,19,70,135.9,12.5,1,2,2.5,3.5,7.5
2/21/13,1787,2485,3,235,1,55,129,19,70,136.9,8.5,1,2,3,3.5,4.5
2/22/13,2892,6167,4,933,4,59,130,19,91,140.9,8.5,5,5,6,7,7.5
2/23/13,4993,5576,5,4208,1,57,130,24,91,141.9,8.5,5,6,6,7,8
2/24/13,5898,2185,6,4791,3,59,130,24,91,144.9,11,4,8,9,9,10
2/25/13,3214,2158,0,1078,2,59,130,24,91,146.9,12,5,6,10,11,11
2/26/13,1963,1777,1,22,0,59,130,20,91,146.9,11,2,5,6,10,11
2/27/13,2634,2726,2,-164,6,60,131,19,92,152.9,17,6,8,11,12,16
2/28/13,2513,3477,3,-72,1,60,131,19,92,153.9,17,7,7,9,12,13
3/1/13,3496,7437,4,892,5,63,134,19,94,158.9,18,6,12,12,14,17
3/2/13,5234,5784,5,4833,1,63,134,24,94,159.9,18,6,7,13,13,15
3/3/13,8610,3639,6,5383,0,61,135,24,95,159.9,15,1,6,7,13,13
3/4/13,2793,2162,0,412,5,64,135,19,95,164.9,18,5,6,11,12,18
3/5/13,2449,2412,1,-219,4,66,135,19,95,168.9,22,9,9,10,15,16
3/6/13,2555,2599,2,-256,0,65,135,19,95,168.9,16,4,9,9,10,15
3/7/13,2529,3535,3,-212,0,64,135,19,95,168.9,15,0,4,9,9,10
3/8/13,3039,8765,4,794,0,62,135,20,95,168.9,10,0,0,4,9,9
3/9/13,2503,3210,5,6520,4,63,135,24,95,172.9,13,4,4,4,8,13
3/10/13,2030,0,6,4490,0,68,135,19,95,172.9,13,4,4,4,4,8
3/11/13,5456,2818,0,1852,0,67,135,20,95,172.9,8,0,4,4,4,4
3/12/13,2403,2408,1,1857,4,70,135,23,95,176.9,8,4,4,8,8,8
3/13/13,2871,2822,2,1808,1,71,135,21,95,177.9,9,5,5,5,9,9
3/14/13,2916,3004,3,1896,0,68,135,21,95,177.9,9,1,5,5,5,9
3/15/13,3538,5475,4,3833,0,68,135,19,95,177.9,9,0,1,5,5,5
3/16/13,4194,4785,5,4424,0,65,135,24,95,177.9,5,0,0,1,5,5
3/17/13,5748,3284,6,1960,1,64,135,23,95,178.9,6,1,1,1,2,6
3/18/13,2861,2469,0,1568,6,69,135,20,95,184.9,12,7,7,7,7,8
3/19/13,2622,2430,1,1376,1,66,135,20,95,185.9,9,7,8,8,8,8
3/20/13,2709,2564,2,1231,0,66,135,19,95,185.9,8,1,7,8,8,8
3/21/13,2633,2829,3,1427,2,67,135,19,95,187.9,10,2,3,9,10,10
3/22/13,3140,5350,4,3637,6,70,135,20,95,193.9,16,8,8,9,15,16
3/23/13,2627,3304,5,4314,2,73,135,24,95,195.9,18,8,10,10,11,17
3/24/13,5139,3542,6,2717,1,72,135,24,95,196.9,18,3,9,11,11,12
3/25/13,3147,3009,0,2579,0,71,135,21,95,196.9,12,1,3,9,11,11
3/26/13,3222,3115,1,2472,0,70,135,21,95,196.9,11,0,1,3,9,11
3/27/13,3528,3499,2,2443,2,71,135,19,95,198.9,13,2,2,3,5,11
3/28/13,3529,3909,3,2823,0,69,135,19,95,198.9,11,2,2,2,3,5
3/29/13,4042,4728,4,3509,0,68,135,19,95,198.9,5,0,2,2,2,3
3/30/13,4558,3620,5,2571,0,68,135,24,95,198.9,3,0,0,2,2,2
3/31/13,4515,2400,6,456,1,68,135,23,95,199.9,3,1,1,1,3,3
4/1/13,2534,2004,0,-74,0,67,135,20,95,199.9,3,1,1,1,1,3
4/2/13,1958,1872,1,-160,0,65,130,20,91,199.9,3,0,1,1,1,1
4/3/13,2123,2136,2,-147,1,65,130,19,91,200.9,2,1,1,2,2,2
4/4/13,2488,2515,3,-120,0,68,130,19,91,200.9,2,1,1,1,2,2
4/5/13,2544,3470,4,806,0,65,130,19,91,200.9,2,0,1,1,1,2
4/6/13,3081,3253,5,978,4,68,130,22,91,204.9,6,4,4,5,5,5
4/7/13,4163,2097,6,-1088,0,67,130,22,91,204.9,5,4,4,4,5,5
4/8/13,1927,1617,0,-1398,3,68,130,20,91,207.9,8,3,7,7,7,8
4/9/13,1045,1003,1,-1440,2,70,130,19,91,209.9,10,5,5,9,9,9
4/10/13,1767,1732,2,-1475,1,70,130,19,91,210.9,10,3,6,6,10,10
4/11/13,1754,2096,3,-1133,4,72,130,19,91,214.9,14,5,7,10,10,14
4/12/13,2133,3545,4,279,2,72,130,19,91,216.9,16,6,7,9,12,12
4/13/13,2723,3084,5,640,0,74,130,23,91,216.9,12,2,6,7,9,12
4/14/13,4079,2304,6,-1135,10,78,130,22,91,226.9,22,10,12,16,17,19
4/15/13,1052,1143,0,-1044,5.5,81,130,20,91,232.4,24.5,15.5,15.5,17.5,21.5,22.5
4/16/13,2062,1982,1,-1124,12,92,130,19,91,244.4,34.5,17.5,27.5,27.5,29.5,33.5
4/17/13,1685,1672,2,-1137,1,89,130,19,91,245.4,34.5,13,18.5,28.5,28.5,30.5
4/18/13,2211,2459,3,-889,6,92,130,19,91,251.4,36.5,7,19,24.5,34.5,34.5
4/19/13,2922,4906,4,1095,5,93,130,21,91,256.4,39.5,11,12,24,29.5,39.5
4/20/13,3417,4422,5,2100,0,90,130,21,91,256.4,39.5,5,11,12,24,29.5
4/21/13,6391,3359,6,-932,2,88,130,21,91,258.4,31.5,2,7,13,14,26,away_WP,to_WP,day_of_week,skiers,new_24,basedepth,open_trails,open_lifts,open_percent,tot_snow,week_snow_tot,2day_snow_tot,3day_snow_tot,4day_snow_tot,5day_snow_tot,6day_snow_tot
11/16/13,2005,2211,5,1675,4,18,3,3,3,4,9.1,2.6,3.9,5.2,6.5,7.8
11/17/13,3362,1453,6,1881,12,24,3,3,3,16,9.1,4,3.9,5.2,6.5,7.8
11/18/13,1821,1602,0,-28,7,18,3,3,3,23,9.1,16,23,5.2,6.5,7.8
11/19/13,1642,1666,1,-247,0,18,10,3,2,23,9.1,19,19,23,6.5,7.8
11/20/13,1638,1570,2,-223,1.3,18,10,3,2,23,9.1,7,8.3,20.3,24.3,7.8
11/21/13,1269,1292,3,-291,1,18,10,3,7,24,9.1,1.3,2.3,9.3,21.3,25.3
11/22/13,1509,2802,4,-268,3,18,10,3,7,27,9.1,2.3,5.3,5.3,12.3,24.3
11/23/13,2006,2936,5,1025,1,19,11,4,3,28.5,28.3,4,5,6.3,6.3,13.3
11/24/13,2927,2042,6,1955,0,18,12,4,3,29,25.3,4,4,5,6.3,6.3
11/25/13,2085,2041,0,1070,2,18,13,3,10,31,13.3,1,3,6,7,8.3
11/26/13,2186,2540,1,1026,0,18,25,8,10,31,8.3,2,2,3,6,7
11/27/13,2693,4246,2,1380,0,23,30,8,21,31,8.3,2,2,2,3,6
11/28/13,1954,2684,3,2933,0,22,31,9,22,31,7,0,0,2,2,3
11/29/13,3517,4694,4,3663,0,22,37,9,26,31,6,0,0,0,2,2
11/30/13,4777,3197,5,4840,0,22,48,13,26,31,3,0,0,0,0,2
12/1/13,5048,1865,6,3260,0,22,49,16,35,31,2,0,0,0,0,0
12/2/13,1965,1579,0,77,1,22,50,14,35,32,2,0,1,1,1,1
12/3/13,1328,1544,1,-309,2,23,45,12,32,34,1,1,3,3,3,3
12/4/13,1038,1190,2,-93,4,26,46,11,33,38,3,3,7,7,7,7
12/5/13,1467,1692,3,59,3,29,66,16,23,41,7,6,9,10,10,10
12/6/13,1673,3145,4,284,0,28,67,15,47,41,10,7,7,9,10,10
12/7/13,3146,3603,5,1756,1,29,76,21,54,42,10,3,4,8,10,11
12/8/13,3857,2042,6,2213,3,29,75,21,54,45,11,1,4,7,11,13
12/9/13,1826,1607,0,398,2,29,76,19,54,47,14,4,6,6,9,13
12/10/13,1637,1747,1,179,1,29,80,19,56,48,15,5,6,7,7,10
12/11/13,1939,1971,2,289,0,29,85,18,60,48,14,3,3,6,7,7
12/12/13,2068,2260,3,321,0,27,90,18,63,48,10,1,1,3,6,7
12/13/13,2189,4321,4,513,0,27,108,20,76,48,7,0,0,1,3,6
12/14/13,3964,4659,5,2645,4,30,102,20,72,52,7,0,4,4,5,7
12/15/13,5638,3365,6,3340,2,29,101,20,72,54,10,4,6,6,6,7
12/16/13,2521,2152,0,1067,0,31,106,19,75,54,9,6,6,6,6,6
12/17/13,2177,2200,1,698,0,31,109,19,77,54,7,2,2,6,6,6
12/18/13,2367,2370,2,721,0,30,109,19,77,54,6,0,0,2,6,6
12/19/13,2230,2630,3,724,0,39,104,19,73,54,6,0,0,0,2,6
12/20/13,2582,4628,4,1124,1,28,107,19,75,55,6,0,1,1,1,3
12/21/13,3457,5015,5,3170,8,36,107,23,75,63,7,1,9,9,9,9
12/22/13,4369,4001,6,4728,6,36,115,22,81,69,11,9,15,15,15,15
12/23/13,4304,4299,0,4360,4,40,115,22,81,73,15,14,18,19,19,19
12/24/13,3086,3563,1,4355,1,38,116,22,82,74,19,10,11,19,20,20
12/25/13,3020,3384,2,4832,4,38,116,22,82,78,20,5,9,15,23,24
12/26/13,4229,5805,3,5196,0,37,116,22,82,78,24,5,5,9,15,23
12/27/13,5236,7241,4,6772,0,36,123,22,87,78,24,4,4,5,9,15
12/28/13,5285,5831,5,8777,0,35,130,23,87,78,23,0,0,4,5,9
12/29/13,5781,4570,6,9323,8,39,123,23,87,86,15,0,8,8,12,13
12/30/13,5740,5492,0,8112,2,39,123,23,87,88,17,8,10,10,10,14
12/31/13,4068,5065,1,7864,1,40,129,23,91,89,15,10,11,11,11,11
1/1/14,6981,4681,2,8861,8,49,130,22,91,97,15,3,11,19,19,19
