,away_WP,to_WP,day_of_week,skiers,new_24,basedepth,open_trails,open_lifts,open_percent,tot_snow,week_snow_tot,2day_snow_tot,3day_snow_tot,4day_snow_tot,5day_snow_tot,6day_snow_tot
1/2/14,5351,4436,3,6561,2,45,123,23,87,99,19,9,11,13,21,21
1/3/14,5410,6077,4,5646,0,41,125,23,88,99,21,10,10,11,13,21
1/4/14,4497,3863,5,6313,3.5,42,126,23,88.5,103.5,21,2,5.5,13.5,14.5,16.5
1/5/14,6095,2785,6,5679,4,45,127,23,89,110,24.5,3.5,7.5,9.5,17.5,18.5
1/6/14,3032,2249,0,2369,1,45,127,21,89,111,20.5,7.5,8.5,8.5,10.5,18.5
1/7/14,2443,2458,1,1586,0,45,133,21,94,111,19.5,5,5,8.5,8.5,10.5
1/8/14,2378,2361,2,1601,3,45,133,21,94,114,18.5,1,4,8,11.5,11.5
1/9/14,2594,2852,3,1584,3,45,133,20,94,117,13.5,3,6,7,11,14.5
1/10/14,2605,5570,4,1842,5,48,135,20,95,122,14.5,6,11,11,12,16
1/11/14,5209,5669,5,4807,7,52,134,23,94,129,19.5,8,15,18,18,19
1/12/14,5925,2439,6,5267,0,52,132,23,93,129,23,12,12,15,18,18
1/13/14,2427,1877,0,1781,9,55,133,21,94,138,19,7,16,21,24,27
1/14/14,1719,1646,1,1231,4,56,141,21,99,142,27,9,13,20,25,28
1/15/14,2541,2596,2,1158,1,58,141,17,99,143,31,13,14,14,21,26
1/16/14,2457,3021,3,1213,0,50,138,20,97,143,29,5,5,14,14,21
1/17/14,2994,7369,4,1777,0,49,134,20,94,143,26,1,1,5,14,14
1/18/14,5263,6432,5,6152,0,47,134,23,94,143,21,0,0,1,5,14
1/19/14,5486,3158,6,7321,0,47,134,23,94,143,14,0,0,0,1,5
1/20/14,6929,3011,0,4993,0,47,141,24,99,143,14,0,0,0,0,1
1/21/14,2440,2152,1,1075,0,47,142,23,100,143,5,0,0,0,0,0
1/22/14,2152,2199,2,787,0,45,142,19,100,143,1,0,0,0,0,0
1/23/14,1835,2579,3,834,0,45,134,19,94,143,0,0,0,0,0,0
1/24/14,2423,6463,4,1578,0,45,134,19,94,143,0,0,0,0,0,0
1/25/14,4597,5286,5,5618,0,44,134,20,94,143,0,0,0,0,0,0
1/26/14,7747,3245,6,6307,0,44,134,23,94,143,0,0,0,0,0,0
1/27/14,2136,1563,0,1805,1,44,142,18,100,144,0,0,1,1,1,1
1/28/14,2190,2164,1,1232,11,56,127,18,89,155,1,1,12,12,12,12
1/29/14,2221,2389,2,1206,0,56,127,18,89,155,12,12,12,12,12,12
1/30/14,1810,3045,3,1374,11,60,121,18,85,166,12,11,22,23,23,23
1/31/14,2734,5773,4,2609,13,69,127.5,20.5,89.5,185,23,11,24,35,36,36
