,day_of_week,skiers,new_24,basedepth,open_trails,open_lifts,open_percent,tot_snow,week_snow_tot,2day_snow_tot,3day_snow_tot,4day_snow_tot,5day_snow_tot,6day_snow_tot
2012-12-19,2.0,571.0,2.0,43.0,52.0,11.0,17.0,42.0,20.0,12.0,18.0,20.0,20.0,20.0
2012-12-20,3.0,744.0,1.0,42.0,54.0,13.0,27.0,43.0,22.0,10.0,14.0,20.0,22.0,22.0
2012-12-21,4.0,1134.0,0.0,40.0,80.0,15.0,50.0,43.0,23.0,3.0,11.0,15.0,21.0,23.0
2012-12-22,5.0,2922.0,0.0,38.0,86.5,16.0,50.0,43.0,22.0,0.5,2.0,7.0,13.0,18.0
2012-12-23,6.0,4494.0,0.0,37.0,87.0,16.0,50.0,43.0,15.0,0.0,0.0,1.0,3.0,11.0
2012-12-24,0.0,4289.0,0.0,36.0,90.0,16.0,50.0,43.0,11.0,0.0,0.0,0.0,1.0,3.0
2012-12-25,1.0,4099.0,3.0,37.0,94.0,17.0,51.0,46.0,3.0,0.0,0.0,0.0,0.0,1.0
2012-12-26,2.0,4146.0,3.0,39.0,95.0,21.0,51.0,49.0,4.0,3.0,3.0,3.0,3.0,3.0
2012-12-27,3.0,5088.0,8.0,45.0,97.0,21.0,51.0,57.0,6.0,6.0,6.0,6.0,6.0,6.0
2012-12-28,4.0,6249.0,6.0,47.0,112.0,22.0,57.0,63.0,14.0,11.0,14.0,14.0,14.0,14.0
2012-12-29,5.0,7898.0,1.0,43.0,113.0,21.0,57.0,64.0,20.0,14.0,17.0,20.0,20.0,20.0
2012-12-30,6.0,8583.0,0.0,45.0,115.0,22.0,60.0,64.0,21.0,7.0,15.0,18.0,21.0,21.0
2012-12-31,0.0,7945.0,0.0,42.0,117.0,22.0,60.0,64.0,21.0,1.0,7.0,15.0,18.0,21.0
2013-01-01,1.0,7964.0,3.0,42.0,117.0,23.0,60.0,67.0,21.0,0.0,1.0,7.0,15.0,18.0
2013-01-02,2.0,4609.0,1.0,43.0,117.0,23.0,60.0,68.0,21.0,3.0,3.0,4.0,10.0,18.0
2013-01-03,3.0,3771.0,0.0,43.0,118.0,23.0,60.0,68.0,19.0,4.0,4.0,4.0,5.0,11.0
2013-01-04,4.0,3756.0,0.0,40.0,118.0,23.0,60.0,68.0,11.0,1.0,4.0,4.0,4.0,5.0
2013-01-05,5.0,5064.0,0.0,39.0,123.0,23.0,60.0,68.0,5.0,0.0,1.0,4.0,4.0,4.0
2013-01-06,6.0,4661.0,0.0,39.0,118.0,23.0,60.0,68.0,4.0,0.0,0.0,1.0,4.0,4.0
2013-01-07,0.0,1867.0,,,,,,,,,,,,
2013-01-08,1.0,1152.0,0.0,38.0,118.0,20.0,60.0,68.0,4.0,0.0,0.0,0.0,1.0,4.0
2013-01-09,2.0,1034.0,0.0,38.0,118.0,20.0,60.0,68.0,4.0,0.0,0.0,0.0,0.0,1.0
2013-01-10,3.0,984.0,0.0,38.0,118.0,19.0,60.0,68.0,1.0,0.0,0.0,0.0,0.0,0.0
2013-01-11,4.0,1175.0,0.0,37.0,118.0,19.0,60.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-12,5.0,3029.0,6.0,42.0,118.0,23.0,60.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-13,6.0,3339.0,1.0,43.0,119.0,19.0,60.0,75.0,6.0,6.0,6.0,6.0,6.0,6.0
2013-01-14,0.0,681.0,0.0,42.0,117.0,19.0,60.0,75.0,7.0,7.0,7.0,7.0,7.0,7.0
2013-01-15,1.0,319.0,0.0,42.0,119.0,19.0,60.0,75.0,7.0,1.0,7.0,7.0,7.0,7.0
2013-01-16,2.0,270.0,1.0,42.0,119.0,19.0,60.0,76.0,7.0,0.0,1.0,7.0,7.0,7.0
2013-01-17,3.0,420.0,0.0,42.0,120.0,19.0,60.0,76.0,8.0,1.0,1.0,2.0,8.0,8.0
2013-01-18,4.0,1008.0,0.0,42.0,120.0,18.0,62.0,76.0,8.0,1.0,1.0,1.0,2.0,8.0
2013-01-19,5.0,4725.0,0.0,41.0,120.0,18.0,62.0,76.0,8.0,0.0,1.0,1.0,1.0,2.0
2013-01-20,6.0,6406.0,0.0,41.0,120.0,23.0,65.0,76.0,2.0,0.0,0.0,1.0,1.0,1.0
2013-01-21,0.0,4003.0,0.0,40.0,120.0,23.0,65.0,76.0,1.0,0.0,0.0,0.0,1.0,1.0
2013-01-22,1.0,446.0,0.0,40.0,121.0,18.0,70.0,76.0,1.0,0.0,0.0,0.0,0.0,1.0
2013-01-23,2.0,118.0,0.0,40.0,121.0,18.0,70.0,76.0,1.0,0.0,0.0,0.0,0.0,0.0
2013-01-24,3.0,197.0,0.0,39.0,121.0,18.0,70.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-25,4.0,728.0,0.0,39.0,121.0,18.0,70.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-26,5.0,4185.0,0.0,39.0,121.0,23.0,70.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-27,6.0,4917.0,1.0,39.0,121.0,23.0,70.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-28,0.0,698.0,1.0,41.0,121.0,18.0,70.0,78.0,1.0,1.0,1.0,1.0,1.0,1.0
2013-01-29,1.0,90.0,5.0,41.0,121.0,18.0,70.0,83.0,2.0,2.0,2.0,2.0,2.0,2.0
2013-01-30,2.0,150.0,0.0,46.0,121.0,18.0,70.0,83.0,7.0,6.0,7.0,7.0,7.0,7.0
2013-01-31,3.0,314.0,4.0,48.0,121.0,18.0,70.0,87.0,7.0,5.0,6.0,7.0,7.0,7.0
2013-02-01,4.0,916.0,1.0,48.0,128.0,19.0,70.0,88.0,11.0,4.0,9.0,10.0,11.0,11.0
2013-02-02,5.0,4214.0,6.0,53.0,128.0,19.0,70.0,94.0,12.0,5.0,5.0,10.0,11.0,12.0
2013-02-03,6.0,4910.0,0.0,51.0,128.0,21.5,70.0,94.0,17.5,6.5,9.0,11.0,13.5,16.5
2013-02-04,0.0,1584.0,,,,,,,,,,,,
2013-02-05,1.0,937.0,0.0,49.0,128.0,18.0,70.0,94.0,16.0,0.0,6.0,7.0,11.0,11.0
2013-02-06,2.0,280.0,0.0,49.0,128.0,18.0,70.0,94.0,11.0,0.0,0.0,6.0,7.0,11.0
2013-02-07,3.0,311.0,5.0,51.0,128.0,20.0,70.0,99.0,11.0,0.0,0.0,0.0,6.0,7.0
2013-02-08,4.0,931.0,2.0,51.0,128.0,20.0,70.0,101.0,12.0,5.0,5.0,5.0,5.0,11.0
2013-02-09,5.0,4508.0,0.0,50.0,128.0,23.0,70.0,101.0,13.0,7.0,7.0,7.0,7.0,7.0
2013-02-10,6.0,5558.0,6.0,55.0,128.0,23.0,70.0,107.0,7.0,2.0,7.0,7.0,7.0,7.0
2013-02-11,0.0,1260.0,3.0,56.0,128.0,19.0,70.0,110.0,13.0,6.0,8.0,13.0,13.0,13.0
2013-02-12,1.0,421.0,2.0,56.0,128.0,20.0,70.0,112.0,16.0,9.0,9.0,11.0,16.0,16.0
2013-02-13,2.0,362.0,1.0,55.0,129.0,20.0,70.0,113.0,18.0,5.0,11.0,11.0,13.0,18.0
2013-02-14,3.0,522.0,5.0,60.0,129.0,19.0,70.0,118.0,19.0,3.0,6.0,12.0,12.0,14.0
2013-02-15,4.0,1516.0,4.0,59.0,129.0,19.0,70.0,122.0,19.0,6.0,8.0,11.0,17.0,17.0
2013-02-16,5.0,6116.0,1.0,56.0,129.0,25.0,70.0,123.0,21.0,9.0,10.0,12.0,15.0,21.0
2013-02-17,6.0,7572.0,0.5,57.0,129.0,25.0,70.0,124.0,19.5,3.5,8.0,11.0,12.5,15.0
2013-02-18,0.0,4906.0,1.0,56.0,129.0,24.0,70.0,125.0,14.0,1.0,2.0,6.0,11.0,12.0
2013-02-19,1.0,953.0,1.0,55.0,129.0,19.0,70.0,126.0,13.0,1.0,2.0,3.0,7.0,12.0
2013-02-20,2.0,120.0,0.0,55.0,129.0,19.0,70.0,126.0,13.0,2.0,2.0,3.0,4.0,8.0
2013-02-21,3.0,235.0,1.0,55.0,129.0,19.0,70.0,127.0,8.0,1.0,2.0,2.0,3.0,4.0
2013-02-22,4.0,933.0,4.0,59.0,130.0,19.0,91.0,131.0,5.0,1.0,2.0,3.0,3.0,4.0
2013-02-23,5.0,4208.0,1.0,57.0,130.0,24.0,91.0,132.0,8.0,5.0,5.0,6.0,7.0,7.0
2013-02-24,6.0,4791.0,3.0,59.0,130.0,24.0,91.0,135.0,8.0,5.0,6.0,6.0,7.0,8.0
2013-02-25,0.0,1078.0,2.0,59.0,130.0,24.0,91.0,137.0,11.0,4.0,8.0,9.0,9.0,10.0
2013-02-26,1.0,22.0,0.0,59.0,130.0,20.0,91.0,137.0,12.0,5.0,6.0,10.0,11.0,11.0
2013-02-27,2.0,-164.0,6.0,60.0,131.0,19.0,92.0,143.0,11.0,2.0,5.0,6.0,10.0,11.0
2013-02-28,3.0,-72.0,1.0,60.0,131.0,19.0,92.0,144.0,17.0,6.0,8.0,11.0,12.0,16.0
2013-03-01,4.0,892.0,5.0,63.0,134.0,19.0,94.0,149.0,17.0,7.0,7.0,9.0,12.0,13.0
2013-03-02,5.0,4833.0,1.0,63.0,134.0,24.0,94.0,150.0,18.0,6.0,12.0,12.0,14.0,17.0
2013-03-03,6.0,5383.0,0.0,61.0,135.0,24.0,95.0,150.0,18.0,6.0,7.0,13.0,13.0,15.0
2013-03-04,0.0,412.0,5.0,64.0,135.0,19.0,95.0,155.0,15.0,1.0,6.0,7.0,13.0,13.0
2013-03-05,1.0,-219.0,4.0,66.0,135.0,19.0,95.0,159.0,18.0,5.0,6.0,11.0,12.0,18.0
2013-03-06,2.0,-256.0,0.0,65.0,135.0,19.0,95.0,159.0,22.0,9.0,9.0,10.0,15.0,16.0
2013-03-07,3.0,-212.0,0.0,64.0,135.0,19.0,95.0,159.0,16.0,4.0,9.0,9.0,10.0,15.0
2013-03-08,4.0,794.0,0.0,62.0,135.0,20.0,95.0,159.0,15.0,0.0,4.0,9.0,9.0,10.0
2013-03-09,5.0,6520.0,4.0,63.0,135.0,24.0,95.0,163.0,10.0,0.0,0.0,4.0,9.0,9.0
2013-03-10,,,0.0,68.0,135.0,19.0,95.0,163.0,13.0,4.0,4.0,4.0,8.0,13.0
2013-03-11,0.0,7227.0,0.0,67.0,135.0,20.0,95.0,163.0,13.0,4.0,4.0,4.0,4.0,8.0
2013-03-12,1.0,4589.0,4.0,70.0,135.0,23.0,95.0,167.0,8.0,0.0,4.0,4.0,4.0,4.0
2013-03-13,2.0,4594.0,1.0,71.0,135.0,21.0,95.0,168.0,8.0,4.0,4.0,8.0,8.0,8.0
2013-03-14,3.0,4545.0,0.0,68.0,135.0,21.0,95.0,168.0,9.0,5.0,5.0,5.0,9.0,9.0
2013-03-15,4.0,4633.0,0.0,68.0,135.0,19.0,95.0,168.0,9.0,1.0,5.0,5.0,5.0,9.0
2013-03-16,5.0,6570.0,0.0,65.0,135.0,24.0,95.0,168.0,9.0,0.0,1.0,5.0,5.0,5.0
2013-03-17,6.0,7161.0,1.0,64.0,135.0,23.0,95.0,169.0,5.0,0.0,0.0,1.0,5.0,5.0
2013-03-18,0.0,4697.0,6.0,69.0,135.0,20.0,95.0,175.0,6.0,1.0,1.0,1.0,2.0,6.0
2013-03-19,1.0,4305.0,1.0,66.0,135.0,20.0,95.0,176.0,12.0,7.0,7.0,7.0,7.0,8.0
2013-03-20,2.0,4113.0,0.0,66.0,135.0,19.0,95.0,176.0,9.0,7.0,8.0,8.0,8.0,8.0
2013-03-21,3.0,3968.0,2.0,67.0,135.0,19.0,95.0,178.0,8.0,1.0,7.0,8.0,8.0,8.0
2013-03-22,4.0,4164.0,6.0,70.0,135.0,20.0,95.0,184.0,10.0,2.0,3.0,9.0,10.0,10.0
2013-03-23,5.0,6374.0,2.0,73.0,135.0,24.0,95.0,186.0,16.0,8.0,8.0,9.0,15.0,16.0
2013-03-24,6.0,7051.0,1.0,72.0,135.0,24.0,95.0,187.0,18.0,8.0,10.0,10.0,11.0,17.0
2013-03-25,0.0,5454.0,0.0,71.0,135.0,21.0,95.0,187.0,18.0,3.0,9.0,11.0,11.0,12.0
2013-03-26,1.0,5316.0,0.0,70.0,135.0,21.0,95.0,187.0,12.0,1.0,3.0,9.0,11.0,11.0
2013-03-27,2.0,5209.0,2.0,71.0,135.0,19.0,95.0,189.0,11.0,0.0,1.0,3.0,9.0,11.0
2013-03-28,3.0,5180.0,0.0,69.0,135.0,19.0,95.0,189.0,13.0,2.0,2.0,3.0,5.0,11.0
2013-03-29,4.0,5560.0,0.0,68.0,135.0,19.0,95.0,189.0,11.0,2.0,2.0,2.0,3.0,5.0
2013-03-30,5.0,6246.0,0.0,68.0,135.0,24.0,95.0,189.0,5.0,0.0,2.0,2.0,2.0,3.0
2013-03-31,6.0,5308.0,1.0,68.0,135.0,23.0,95.0,190.0,3.0,0.0,0.0,2.0,2.0,2.0
2013-04-01,0.0,3193.0,0.0,67.0,135.0,20.0,95.0,190.0,3.0,1.0,1.0,1.0,3.0,3.0
2013-04-02,1.0,2663.0,0.0,65.0,130.0,20.0,91.0,190.0,3.0,1.0,1.0,1.0,1.0,3.0
2013-04-03,2.0,2577.0,1.0,65.0,130.0,19.0,91.0,191.0,3.0,0.0,1.0,1.0,1.0,1.0
2013-04-04,3.0,2590.0,0.0,68.0,130.0,19.0,91.0,191.0,2.0,1.0,1.0,2.0,2.0,2.0
2013-04-05,4.0,2617.0,0.0,65.0,130.0,19.0,91.0,191.0,2.0,1.0,1.0,1.0,2.0,2.0
2013-04-06,5.0,3543.0,4.0,68.0,130.0,22.0,91.0,195.0,2.0,0.0,1.0,1.0,1.0,2.0
2013-04-07,6.0,3715.0,0.0,67.0,130.0,22.0,91.0,195.0,6.0,4.0,4.0,5.0,5.0,5.0
2013-04-08,0.0,1649.0,3.0,68.0,130.0,20.0,91.0,198.0,5.0,4.0,4.0,4.0,5.0,5.0
2013-04-09,1.0,1339.0,2.0,70.0,130.0,19.0,91.0,200.0,8.0,3.0,7.0,7.0,7.0,8.0
2013-04-10,2.0,1297.0,1.0,70.0,130.0,19.0,91.0,201.0,10.0,5.0,5.0,9.0,9.0,9.0
2013-04-11,3.0,1262.0,4.0,72.0,130.0,19.0,91.0,205.0,10.0,3.0,6.0,6.0,10.0,10.0
2013-04-12,4.0,1604.0,2.0,72.0,130.0,19.0,91.0,207.0,14.0,5.0,7.0,10.0,10.0,14.0
2013-04-13,5.0,3016.0,0.0,74.0,130.0,23.0,91.0,207.0,14.0,4.0,6.5,8.0,10.5,12.0
2013-04-14,6.0,3377.0,10.0,78.0,130.0,22.0,91.0,217.0,12.0,0.0,2.0,6.0,7.0,9.0
2013-04-15,0.0,1602.0,5.5,81.0,130.0,20.0,91.0,224.5,20.0,12.0,12.0,13.0,16.0,18.5
2013-04-16,1.0,1693.0,12.0,92.0,130.0,19.0,91.0,240.0,27.0,11.0,21.0,21.0,21.0,23.0
2013-04-17,2.0,1613.0,1.0,89.0,130.0,19.0,91.0,241.0,35.0,19.0,23.0,33.0,33.0,33.0
2013-04-18,3.0,1600.0,6.0,92.0,130.0,19.0,91.0,247.0,34.0,13.0,20.0,24.0,34.0,34.0
2013-04-19,4.0,1848.0,5.0,93.0,130.0,21.0,91.0,252.0,40.0,7.0,19.0,26.0,30.0,40.0
2013-04-20,5.0,3832.0,0.0,90.0,130.0,21.0,91.0,252.0,45.0,11.0,12.0,24.0,31.0,35.0
2013-04-21,6.0,4837.0,2.0,88.0,130.0,21.0,91.0,254.0,35.0,5.0,11.0,12.0,24.0,31.0
