COUNTSTATIONID,COUNTDATE,COUNTDIR,HOUR0,HOUR1,HOUR2,HOUR3,HOUR4,HOUR5,HOUR6,HOUR7,HOUR8,HOUR9,HOUR10,HOUR11,HOUR12,HOUR13,HOUR14,HOUR15,HOUR16,HOUR17,HOUR18,HOUR19,HOUR20,HOUR21,HOUR22,HOUR23,FormattedDate
223,20131113,P,4,6,9,3,9,12,66,59,108,93,115,93,115,121,146,153,232,113,117,26,31,16,15,6,11/13/13
223,20131113,S,12,6,1,10,36,162,67,99,121,135,136,96,100,106,105,114,121,105,72,61,37,43,25,22,11/13/13
223,20131114,P,5,3,1,3,5,21,68,46,96,99,113,120,137,121,123,135,241,131,133,55,26,17,9,7,11/14/13
223,20131114,S,9,9,2,7,35,154,83,101,96,135,123,111,111,110,119,112,149,115,88,90,64,49,34,19,11/14/13
223,20131115,P,2,2,1,2,6,16,55,68,104,121,135,135,153,139,169,174,257,133,129,39,30,30,17,19,11/15/13
223,20131115,S,17,6,3,9,24,111,64,86,120,129,139,165,172,175,209,233,296,341,285,306,170,104,68,40,11/15/13
223,20131116,P,3,2,3,6,4,8,40,38,60,114,157,163,197,231,228,197,218,136,117,29,14,19,14,10,11/16/13
223,20131116,S,21,13,6,7,22,56,43,131,178,208,194,176,158,149,156,127,129,132,82,57,73,48,34,17,11/16/13
223,20131117,P,4,2,2,1,4,6,35,35,59,123,229,307,512,441,431,325,335,199,156,63,37,31,12,15,11/17/13
223,20131117,S,12,4,6,6,18,50,17,94,126,158,123,99,85,90,84,96,107,85,53,41,23,26,16,40,11/17/13
223,20131118,P,4,3,0,3,8,16,97,102,98,133,149,162,138,147,128,153,201,103,104,32,15,14,8,3,11/18/13
223,20131118,S,14,4,5,8,28,91,53,79,104,129,155,114,102,83,113,114,114,96,60,39,45,24,21,12,11/18/13
223,20131119,P,7,3,2,7,5,12,61,76,115,105,125,103,100,158,121,122,238,101,105,32,16,15,9,6,11/19/13
223,20131119,S,10,6,2,4,34,135,63,91,107,128,106,80,102,90,111,120,128,116,79,52,26,34,29,15,11/19/13
223,20131120,P,3,0,5,4,2,10,57,60,81,116,119,112,126,131,115,146,237,107,127,33,25,9,11,7,11/20/13
223,20131120,S,8,8,3,4,34,137,54,77,103,127,128,95,87,101,92,102,109,95,60,50,42,31,18,8,11/20/13
223,20131121,P,2,4,6,4,6,12,42,42,58,56,76,69,67,118,126,101,193,108,97,38,27,10,8,5,11/21/13
223,20131121,S,14,5,7,6,29,121,41,62,62,90,67,83,55,59,94,78,105,87,64,47,50,36,18,19,11/21/13
223,20131122,P,3,4,2,4,7,18,50,46,59,98,93,123,118,136,149,123,190,97,107,33,10,23,11,7,11/22/13
223,20131122,S,17,3,5,5,23,105,23,78,103,110,131,112,118,134,175,204,249,296,269,240,175,109,79,44,11/22/13
223,20131123,P,5,5,3,5,4,9,32,32,51,93,133,161,156,204,184,259,260,163,124,53,36,15,16,6,11/23/13
223,20131123,S,18,17,10,13,17,58,40,169,208,230,258,288,244,195,198,200,218,172,127,88,71,48,34,25,11/23/13
223,20131124,P,2,7,3,2,5,7,26,26,70,128,201,266,327,330,335,303,357,212,159,76,31,24,14,19,11/24/13
223,20131124,S,10,7,4,7,16,49,30,118,171,185,180,170,127,110,165,156,171,126,91,58,37,26,20,12,11/24/13
223,20131125,P,3,3,4,5,11,21,85,86,117,143,147,156,167,149,175,169,250,135,137,53,33,23,15,2,11/25/13
223,20131125,S,12,7,3,7,23,88,39,87,102,139,132,156,191,129,134,154,158,129,96,79,71,49,36,23,11/25/13
223,20131126,P,5,6,1,4,6,21,64,54,96,118,123,165,156,166,221,237,316,174,131,49,33,23,13,5,11/26/13
223,20131126,S,14,6,2,7,33,104,38,87,128,162,136,209,208,139,154,195,187,172,145,135,127,91,45,18,11/26/13
223,20131127,P,6,7,1,3,11,14,67,52,102,104,165,178,200,257,298,328,391,227,145,60,30,32,8,8,11/27/13
223,20131127,S,12,10,1,3,31,104,53,113,240,262,273,280,281,322,348,402,353,348,229,206,140,124,67,45,11/27/13
223,20131128,P,4,2,5,5,21,11,14,21,54,118,163,211,181,180,185,171,138,131,102,70,76,57,28,11,11/28/13
223,20131128,S,24,15,6,2,5,9,20,105,191,237,301,280,211,199,144,105,131,131,106,153,114,110,57,34,11/28/13
223,20131129,P,3,2,2,4,9,18,39,64,115,168,235,227,265,308,373,462,454,342,230,79,56,44,12,8,11/29/13
223,20131129,S,19,15,4,7,24,78,50,204,368,379,466,510,451,360,351,319,294,230,186,130,115,69,45,24,11/29/13
223,20131130,P,4,3,3,6,8,21,47,59,127,200,350,413,437,442,531,595,543,432,277,124,85,46,19,8,11/30/13
223,20131130,S,13,9,4,3,18,51,55,246,301,375,405,359,235,203,174,146,154,133,95,73,58,44,27,20,11/30/13
223,20131201,P,7,3,4,2,14,21,54,81,142,305,553,701,663,523,484,379,331,212,204,191,103,47,17,11,12/1/13
223,20131201,S,17,3,7,8,18,32,26,163,230,209,155,159,122,105,86,96,105,97,77,51,54,26,18,8,12/1/13
223,20131202,P,3,4,3,3,5,27,95,100,109,143,149,171,171,149,150,159,210,111,105,40,34,16,5,6,12/2/13
223,20131202,S,13,4,1,7,29,97,43,78,99,132,131,106,78,85,89,101,100,118,77,67,45,31,35,14,12/2/13
223,20131203,P,3,5,5,3,7,11,58,56,85,86,84,84,107,119,133,95,170,100,66,15,16,12,9,4,12/3/13
223,20131203,S,8,8,4,8,32,124,35,76,116,121,80,100,91,86,123,84,107,106,63,36,44,36,37,23,12/3/13
223,20131204,P,3,3,5,4,8,10,29,24,27,28,38,51,68,77,121,115,206,83,90,23,11,5,10,4,12/4/13
223,20131204,S,11,10,5,7,32,165,55,66,101,107,83,76,44,41,59,50,58,56,48,35,25,21,26,14,12/4/13
223,20131205,P,2,3,3,2,6,6,40,43,66,66,89,80,102,116,146,170,237,119,96,30,25,9,9,5,12/5/13
223,20131205,S,7,10,4,8,36,124,41,58,116,134,150,100,93,86,100,102,124,106,82,72,50,40,28,25,12/5/13
223,20131206,P,4,0,4,5,8,7,40,46,55,96,96,125,111,145,170,205,243,114,100,44,19,19,15,6,12/6/13
223,20131206,S,9,8,4,6,24,88,36,95,129,186,167,129,144,126,161,191,282,347,269,281,214,139,76,38,12/6/13
223,20131207,P,3,6,2,2,3,9,28,33,50,95,118,141,197,258,356,467,628,364,178,102,54,19,21,14,12/7/13
223,20131207,S,22,5,8,4,19,60,99,567,456,334,358,323,201,155,164,149,190,150,108,87,54,37,39,22,12/7/13
223,20131208,P,10,1,2,7,7,12,31,31,73,154,274,396,405,480,430,388,460,242,177,123,104,33,15,4,12/8/13
223,20131208,S,16,7,2,8,16,45,31,250,299,250,197,162,98,79,85,86,77,66,76,73,69,32,15,5,12/8/13
223,20131209,P,1,5,5,2,4,21,64,103,94,144,122,120,153,146,158,170,225,123,91,24,26,13,12,5,12/9/13
