COUNTSTATIONID,COUNTDATE,COUNTDIR,HOUR0,HOUR1,HOUR2,HOUR3,HOUR4,HOUR5,HOUR6,HOUR7,HOUR8,HOUR9,HOUR10,HOUR11,HOUR12,HOUR13,HOUR14,HOUR15,HOUR16,HOUR17,HOUR18,HOUR19,HOUR20,HOUR21,HOUR22,HOUR23,FormattedDate
000223,20121226,P,6,2,4,3,10,22,55,80,128,226,264,381,311,333,355,438,574,422,220,126,59,34,18,17,12/26/2012
000223,20121226,S,15,10,3,3,26,96,55,199,425,430,362,410,413,445,423,359,330,309,188,151,133,126,64,54,12/26/2012
000223,20121227,P,5,7,2,4,6,17,38,77,99,187,192,280,263,287,374,497,657,543,295,87,54,20,21,12,12/27/2012
000223,20121227,S,41,18,14,8,19,117,63,254,597,528,464,474,359,346,368,321,326,286,200,119,105,75,56,39,12/27/2012
000223,20121228,P,4,3,6,1,12,16,58,44,105,171,239,312,369,406,598,642,803,614,258,177,76,45,29,20,12/28/2012
000223,20121228,S,23,17,7,9,18,95,62,324,774,636,633,477,372,341,437,393,433,397,365,289,231,182,90,53,12/28/2012
000223,20121229,P,7,6,2,3,8,19,31,67,110,181,240,415,394,421,614,778,795,548,383,181,108,51,34,13,12/29/2012
000223,20121229,S,23,18,7,15,19,62,89,611,632,520,632,550,469,441,417,399,304,286,172,148,108,93,58,26,12/29/2012
000223,20121230,P,9,7,5,7,8,18,55,60,113,198,392,506,464,536,553,606,594,540,328,213,126,70,29,11,12/30/2012
000223,20121230,S,25,8,10,9,21,40,36,343,548,515,429,404,435,350,305,298,222,201,194,153,121,68,54,26,12/30/2012
000223,20121231,P,6,4,4,9,12,23,76,103,142,218,278,363,359,398,389,487,469,326,158,106,54,27,13,11,12/31/2012
000223,20121231,S,18,14,6,13,20,74,55,179,369,369,316,321,286,277,288,317,328,263,182,140,97,50,55,19,12/31/2012
000223,20130101,P,9,10,13,7,10,16,70,81,114,176,356,634,768,788,877,837,717,583,322,222,204,115,39,16,01/01/2013
000223,20130101,S,14,8,11,9,26,69,49,219,464,365,371,338,320,236,189,225,175,176,120,81,62,49,38,13,01/01/2013
000223,20130102,P,2,3,3,7,9,30,106,174,185,210,249,321,351,346,341,429,583,427,239,105,56,47,25,15,01/02/2013
000223,20130102,S,12,8,5,4,31,133,59,135,367,395,309,284,242,175,201,232,199,196,122,96,82,65,44,31,01/02/2013
000223,20130103,P,6,2,1,1,19,14,66,65,121,178,172,284,268,304,333,481,631,423,204,87,52,33,21,18,01/03/2013
000223,20130103,S,8,10,8,1,25,136,52,153,403,441,366,299,250,181,193,209,226,240,148,144,115,86,52,30,01/03/2013
000223,20130104,P,6,2,6,3,21,11,68,87,108,185,230,273,324,272,397,554,743,499,279,103,64,46,21,17,01/04/2013
000223,20130104,S,17,13,3,6,25,100,53,193,480,577,440,354,253,272,273,300,333,467,416,401,294,196,110,48,01/04/2013
000223,20130105,P,6,5,5,6,17,17,64,117,126,191,245,348,302,437,578,820,931,735,341,172,106,78,35,15,01/05/2013
000223,20130105,S,24,8,13,5,14,80,121,687,645,566,646,572,344,241,253,228,206,188,148,118,75,52,40,28,01/05/2013
000223,20130106,P,8,6,7,2,16,27,58,116,111,215,376,512,568,669,794,804,825,522,343,285,198,73,28,17,01/06/2013
000223,20130106,S,19,10,6,4,9,78,55,436,519,483,400,262,242,209,160,208,161,160,118,98,67,36,29,16,01/06/2013
000223,20130107,P,1,8,1,8,9,19,84,114,144,154,228,201,202,235,288,344,455,270,165,61,22,16,16,7,01/07/2013
000223,20130107,S,10,5,3,8,18,109,47,114,244,325,226,165,141,105,110,129,125,124,100,70,66,49,28,18,01/07/2013
000223,20130108,P,4,3,1,2,9,19,44,56,92,107,149,159,167,154,227,281,348,235,153,55,34,13,10,7,01/08/2013
000223,20130108,S,9,6,9,5,30,135,65,93,193,268,198,159,115,107,97,104,143,152,92,74,71,39,36,19,01/08/2013
000223,20130109,P,6,1,3,2,12,11,60,60,97,111,131,151,145,150,226,288,402,273,139,58,27,17,14,5,01/09/2013
000223,20130109,S,11,5,4,5,35,133,53,119,190,275,222,153,134,111,114,134,134,145,108,89,55,53,36,22,01/09/2013
000223,20130110,P,5,5,4,4,11,9,67,72,96,121,163,152,167,239,233,299,355,265,121,52,69,27,16,10,01/10/2013
000223,20130110,S,15,11,7,5,30,140,63,111,217,283,211,151,155,120,127,165,189,191,124,135,129,79,53,45,01/10/2013
000223,20130111,P,12,5,3,4,5,20,45,57,93,177,254,252,167,161,210,266,373,235,139,61,29,14,7,13,01/11/2013
000223,20130111,S,24,14,6,7,21,93,60,126,265,306,243,205,173,172,190,237,332,503,423,376,330,198,100,55,01/11/2013
000223,20130112,P,8,6,3,2,8,7,41,51,79,99,142,192,305,279,319,409,482,295,154,75,117,46,19,12,01/12/2013
000223,20130112,S,47,12,9,9,14,56,77,656,508,316,240,214,182,172,152,123,122,125,78,59,130,93,46,26,01/12/2013
000223,20130113,P,8,2,6,4,5,7,43,50,69,144,286,454,465,563,532,623,560,443,321,237,149,55,20,11,01/13/2013
000223,20130113,S,13,7,5,4,17,55,46,279,343,276,209,166,133,117,128,110,118,114,67,63,48,37,31,12,01/13/2013
000223,20130114,P,5,2,3,2,12,19,84,121,128,127,142,166,150,139,177,166,236,159,121,47,20,19,9,9,01/14/2013
000223,20130114,S,11,9,6,3,22,111,64,50,110,181,133,119,91,67,107,115,125,139,69,56,53,27,24,12,01/14/2013
000223,20130115,P,1,5,1,5,8,14,52,68,74,121,116,122,105,112,155,197,264,179,126,44,29,16,12,5,01/15/2013
000223,20130115,S,10,10,2,4,21,138,70,60,121,214,131,123,85,78,91,108,121,109,83,65,58,34,37,10,01/15/2013
000223,20130116,P,2,6,3,1,10,13,54,57,92,109,131,122,129,138,211,270,431,203,154,43,34,19,15,11,01/16/2013
000223,20130116,S,9,7,5,4,24,158,62,125,252,313,246,156,99,104,109,113,148,130,97,93,56,41,35,24,01/16/2013
000223,20130117,P,2,2,2,2,8,10,55,73,98,118,142,168,129,157,211,311,412,226,149,43,27,19,18,13,01/17/2013
000223,20130117,S,17,7,2,5,22,143,67,133,211,324,250,178,133,119,139,162,182,182,170,139,155,97,83,63,01/17/2013
000223,20130118,P,3,1,2,1,16,11,55,65,102,143,156,163,156,205,276,436,568,358,199,90,33,29,23,7,01/18/2013
000223,20130118,S,24,19,8,7,28,100,63,176,372,482,410,315,256,225,307,355,456,642,653,619,648,362,205,89,01/18/2013
000223,20130119,P,5,3,3,7,6,11,37,54,72,118,151,194,180,282,428,643,900,699,344,183,105,56,32,16,01/19/2013
000223,20130119,S,34,24,5,3,20,108,118,715,664,597,566,641,524,354,279,310,317,264,206,166,115,81,59,42,01/19/2013
000223,20130120,P,6,3,3,5,4,12,28,49,84,156,296,430,450,556,727,875,945,680,417,303,229,131,38,22,01/20/2013
000223,20130120,S,20,11,9,4,15,79,51,426,596,609,436,329,260,190,169,164,134,149,125,87,67,55,42,25,01/20/2013
000223,20130121,P,6,4,5,6,12,31,110,165,193,327,523,623,567,680,601,653,691,412,281,166,132,60,30,11,01/21/2013
000223,20130121,S,19,11,4,10,26,109,67,158,396,397,312,219,144,109,119,110,117,113,93,68,42,40,31,17,01/21/2013
000223,20130122,P,3,3,1,4,8,22,63,95,131,138,162,173,154,175,200,245,324,184,138,65,30,10,12,5,01/22/2013
000223,20130122,S,12,7,4,4,19,142,50,86,172,221,189,116,93,98,89,115,125,138,96,96,60,37,25,26,01/22/2013
000223,20130123,P,2,2,2,1,8,10,65,70,89,104,130,161,144,128,192,203,324,186,140,39,24,15,11,7,01/23/2013
000223,20130123,S,12,6,4,5,29,146,69,101,188,189,179,135,93,94,120,101,131,156,101,82,80,52,37,28,01/23/2013
000223,20130124,P,9,3,2,5,13,8,60,70,94,113,134,127,113,164,163,190,296,176,138,60,27,18,9,8,01/24/2013
000223,20130124,S,10,9,2,3,24,152,53,112,155,205,139,143,115,120,139,153,171,206,153,151,127,80,63,46,01/24/2013
000223,20130125,P,1,2,3,2,12,14,50,62,76,98,141,127,136,167,170,254,348,249,143,57,34,21,19,12,01/25/2013
000223,20130125,S,21,21,6,7,38,129,59,131,230,305,246,195,198,214,252,306,430,584,499,592,655,301,149,90,01/25/2013
000223,20130126,P,7,5,1,4,11,11,44,49,80,130,167,162,224,329,465,607,779,519,321,162,99,52,27,15,01/26/2013
000223,20130126,S,31,21,9,5,22,81,104,714,634,553,478,357,276,233,227,248,271,212,163,113,94,77,55,32,01/26/2013
000223,20130127,P,13,4,4,8,14,16,53,56,99,214,546,629,700,786,766,708,793,575,406,338,248,93,44,22,01/27/2013
000223,20130127,S,19,11,6,9,15,67,44,355,442,350,305,219,165,131,122,107,101,124,103,90,60,33,23,17,01/27/2013
000223,20130128,P,8,3,5,3,8,23,107,132,144,161,219,194,172,180,150,185,267,139,133,55,22,12,9,6,01/28/2013
000223,20130128,S,14,11,10,9,22,108,48,79,127,162,159,98,92,98,93,113,122,125,72,45,41,39,25,22,01/28/2013
000223,20130129,P,4,1,3,1,4,12,45,65,90,81,100,115,124,159,215,245,300,179,112,42,22,16,9,3,01/29/2013
000223,20130129,S,5,13,8,10,14,105,77,72,190,261,244,126,94,76,102,93,108,121,65,78,51,49,34,16,01/29/2013
000223,20130130,P,4,1,2,4,10,7,53,55,65,92,86,90,132,161,188,228,301,183,149,63,38,14,7,5,01/30/2013
000223,20130130,S,14,6,4,6,27,131,58,93,246,298,167,125,82,98,92,86,76,148,90,71,65,53,44,24,01/30/2013
000223,20130131,P,8,1,3,3,9,15,54,48,86,85,98,118,124,155,192,268,365,233,139,46,32,19,13,5,01/31/2013
000223,20130131,S,12,13,6,7,32,128,59,106,244,288,223,133,131,113,127,130,152,200,152,157,110,83,67,51,01/31/2013
000223,20130201,P,3,0,2,1,7,9,67,56,85,106,145,137,168,221,340,450,483,343,247,63,47,25,14,14,02/01/2013
000223,20130201,S,26,16,3,6,21,100,52,158,398,558,437,300,242,196,262,293,426,572,310,469,607,594,201,85,02/01/2013
000223,20130202,P,7,3,1,4,7,6,43,49,71,122,157,200,228,339,530,776,952,839,391,230,150,80,36,17,02/02/2013
000223,20130202,S,42,26,12,7,17,84,163,703,753,652,726,608,426,257,252,215,230,215,167,138,93,79,50,30,02/02/2013
000223,20130203,P,9,5,5,4,9,10,50,72,127,241,479,666,757,646,947,955,948,643,336,251,194,125,115,16,02/03/2013
000223,20130203,S,15,8,6,2,9,68,56,620,755,523,360,274,200,176,191,235,195,157,132,84,78,60,56,25,02/03/2013
000223,20130204,P,9,4,1,4,14,28,118,164,177,192,184,207,210,231,260,382,433,380,223,86,43,35,12,11,02/04/2013
000223,20130204,S,15,10,4,6,17,121,65,135,330,432,364,205,134,113,123,116,120,133,84,84,58,36,36,23,02/04/2013
000223,20130205,P,1,2,5,5,12,18,48,71,98,142,137,152,139,200,275,352,506,473,238,68,45,22,11,4,02/05/2013
000223,20130205,S,9,5,4,4,24,142,63,106,235,330,239,168,112,104,120,107,136,134,81,87,67,43,33,13,02/05/2013
000223,20130206,P,3,1,3,3,10,21,70,84,130,150,158,140,139,162,216,279,297,221,141,43,35,15,16,8,02/06/2013
000223,20130206,S,15,5,2,5,28,181,49,107,203,253,169,142,111,123,117,179,161,167,102,81,63,50,37,25,02/06/2013
000223,20130207,P,5,1,3,2,11,10,61,51,93,103,114,108,138,170,247,281,384,198,162,66,30,20,15,7,02/07/2013
000223,20130207,S,17,10,6,5,25,124,53,93,223,300,255,146,139,130,170,176,188,204,169,148,136,103,48,35,02/07/2013
000223,20130208,P,3,7,3,4,7,17,63,68,101,135,153,172,153,211,277,363,483,314,195,78,42,38,25,14,02/08/2013
000223,20130208,S,21,16,5,6,31,117,50,145,379,459,362,260,232,243,297,317,552,647,649,642,486,340,173,76,02/08/2013
000223,20130209,P,9,4,4,5,10,14,53,54,96,136,161,173,229,338,399,526,726,585,264,137,97,59,20,15,02/09/2013
000223,20130209,S,40,21,10,12,25,64,152,772,739,486,443,362,281,229,285,227,309,225,149,134,87,52,31,35,02/09/2013
000223,20130210,P,5,7,2,3,11,14,50,67,89,163,393,719,716,868,906,873,864,693,694,595,345,160,43,16,02/10/2013
000223,20130210,S,12,10,6,7,18,46,106,843,899,469,330,201,181,146,112,100,105,117,79,62,55,37,42,19,02/10/2013
000223,20130211,P,9,1,3,4,12,17,91,170,161,203,205,208,241,210,253,313,464,236,140,71,43,30,12,6,02/11/2013
000223,20130211,S,17,7,5,13,31,100,61,114,252,338,229,105,98,73,132,127,125,122,89,88,45,42,29,24,02/11/2013
000223,20130212,P,6,5,4,3,9,7,58,71,120,131,123,164,137,146,229,258,413,215,125,55,24,23,21,5,02/12/2013
000223,20130212,S,7,8,7,7,34,127,71,91,199,300,213,136,134,110,126,112,139,139,100,67,66,45,42,16,02/12/2013
000223,20130213,P,2,3,10,1,9,6,65,86,101,135,146,141,142,132,209,294,403,191,128,68,25,20,16,10,02/13/2013
000223,20130213,S,14,8,3,7,27,181,66,124,231,300,185,149,93,124,118,128,168,156,105,82,87,76,37,27,02/13/2013
000223,20130214,P,5,3,3,5,11,13,47,69,84,119,139,126,113,163,236,292,311,234,156,63,29,29,16,11,02/14/2013
000223,20130214,S,24,6,7,7,26,138,62,129,214,270,230,189,166,148,175,176,210,262,177,220,143,127,95,74,02/14/2013
000223,20130215,P,6,4,6,1,11,16,51,62,81,123,134,185,192,260,393,556,632,529,218,109,43,61,42,22,02/15/2013
000223,20130215,S,34,30,17,11,24,117,80,287,713,696,605,451,333,359,423,467,586,695,673,577,529,355,182,104,02/15/2013
000223,20130216,P,5,11,3,4,7,13,45,58,98,146,205,239,265,346,538,658,696,675,362,193,106,77,43,23,02/16/2013
000223,20130216,S,44,33,11,8,13,76,174,534,690,619,640,647,443,411,345,304,306,287,204,152,125,95,69,50,02/16/2013
000223,20130217,P,8,5,5,8,4,22,35,71,112,189,391,470,525,682,811,869,859,719,393,331,277,119,56,21,02/17/2013
000223,20130217,S,20,9,4,5,16,74,82,519,708,530,505,352,237,191,188,187,146,171,111,77,76,59,36,12,02/17/2013
000223,20130218,P,9,4,4,5,16,32,106,181,220,376,588,780,742,766,657,602,583,416,267,180,129,63,26,10,02/18/2013
000223,20130218,S,18,7,9,8,26,117,81,225,411,324,288,201,129,147,134,135,120,147,88,64,61,36,25,13,02/18/2013
000223,20130219,P,5,3,0,6,14,21,74,107,147,168,207,205,222,215,291,404,588,334,182,93,28,11,9,7,02/19/2013
000223,20130219,S,9,8,3,5,23,153,76,89,237,344,252,197,129,113,117,116,139,140,101,72,66,58,38,26,02/19/2013
000223,20130220,P,4,2,2,2,8,16,56,78,99,132,123,135,113,163,205,239,385,186,141,51,25,26,10,9,02/20/2013
000223,20130220,S,15,7,5,4,32,190,50,102,207,232,177,151,104,104,133,132,143,138,101,95,74,61,40,31,02/20/2013
000223,20130221,P,2,1,5,1,11,9,47,48,72,69,82,107,117,108,158,193,290,199,146,53,28,20,15,11,02/21/2013
000223,20130221,S,40,14,8,6,24,122,59,67,153,169,221,137,130,111,142,145,196,213,122,113,100,88,60,53,02/21/2013
000223,20130222,P,2,1,2,3,11,21,62,72,99,135,155,188,172,179,314,352,459,336,139,82,41,33,21,15,02/22/2013
000223,20130222,S,13,16,9,7,26,105,56,147,422,417,367,260,234,219,242,349,479,656,576,504,499,315,167,91,02/22/2013
000223,20130223,P,12,5,6,3,11,16,53,62,105,156,179,213,271,352,520,697,854,650,315,197,165,76,56,25,02/23/2013
000223,20130223,S,44,25,12,11,18,77,127,678,686,649,584,523,298,241,264,231,243,231,172,148,107,92,81,46,02/23/2013
000223,20130224,P,19,6,4,1,10,9,49,100,117,241,425,626,672,598,617,623,558,402,290,223,179,100,21,12,02/24/2013
000223,20130224,S,16,10,7,9,15,59,53,298,512,224,154,90,88,74,101,68,100,85,57,49,42,33,30,18,02/24/2013
000223,20130225,P,10,3,4,4,16,25,114,72,295,215,265,234,221,213,250,308,357,313,161,61,37,18,17,5,02/25/2013
