COUNTSTATIONID,COUNTDIR,COUNTDATE,HOUR0,HOUR1,HOUR2,HOUR3,HOUR4,HOUR5,HOUR6,HOUR7,HOUR8,HOUR9,HOUR10,HOUR11,HOUR12,HOUR13,HOUR14,HOUR15,HOUR16,HOUR17,HOUR18,HOUR19,HOUR20,HOUR21,HOUR22,HOUR23,FormattedDate
000223,S,20150222,19,5,8,5,20,51,183,543,226,122,131,138,113,91,95,77,95,96,48,44,40,42,24,31,02/22/2015
000223,P,20150223,4,0,4,4,12,47,136,154,206,200,241,239,244,253,330,363,369,239,133,59,32,24,10,6,02/23/2015
000223,S,20150223,6,11,9,12,46,100,57,96,294,260,218,144,91,84,117,130,157,126,74,68,43,43,33,16,02/23/2015
000223,P,20150224,7,2,4,5,12,28,66,78,139,141,150,133,131,212,288,334,397,222,150,63,35,20,10,5,02/24/2015
000223,S,20150224,14,7,5,3,45,132,59,156,285,323,273,146,152,107,111,121,153,140,91,90,73,56,46,13,02/24/2015
000223,P,20150225,1,2,1,2,6,29,80,105,113,152,143,155,166,165,206,306,268,157,96,8,8,6,2,3,02/25/2015
000223,S,20150225,15,5,6,9,52,187,52,157,243,225,166,112,105,132,147,131,94,91,54,59,71,47,36,18,02/25/2015
000223,P,20150226,3,1,3,3,11,21,63,59,74,113,112,134,133,190,207,281,338,168,139,38,21,10,7,6,02/26/2015
000223,S,20150226,15,26,18,15,38,176,63,212,315,247,221,172,150,116,153,163,204,182,126,99,118,95,55,33,02/26/2015
000223,P,20150227,3,4,3,2,8,20,66,66,94,117,144,167,191,239,323,398,489,313,145,59,45,30,19,16,02/27/2015
000223,S,20150227,35,29,19,19,37,102,50,242,473,470,437,298,252,295,342,462,581,724,554,559,518,286,152,79,02/27/2015
000223,P,20150228,7,5,4,3,9,20,54,59,82,188,225,219,314,448,574,721,729,458,213,156,70,53,29,9,02/28/2015
