new_24,basedepth,open_trails,open_lifts,open_percent,valid_at
4,59,130,19,91,2/22/13 5:41
1,55,129,19,70,2/21/13 5:47
0,55,129,19,70,2/20/13 5:46
1,55,129,19,70,2/19/13 5:55
1,56,129,24,70,2/18/13 5:40
0,57,129,25,70,2/17/13 7:07
1,57,129,25,70,2/17/13 5:35
1,56,129,25,70,2/16/13 5:30
4,59,129,19,70,2/15/13 5:36
5,60,129,19,70,2/14/13 5:56
1,55,129,20,70,2/13/13 5:53
2,56,128,20,70,2/12/13 5:52
3,56,128,19,70,2/11/13 5:40
6,55,128,23,70,2/10/13 5:29
0,50,128,23,70,2/9/13 5:45
2,51,128,20,70,2/8/13 5:57
5,51,128,20,70,2/7/13 5:40
0,49,128,18,70,2/6/13 5:44
0,49,128,18,70,2/5/13 5:47
0,50,128,19,70,2/3/13 5:30
0,52,128,24,70,2/3/13 5:38
6,53,128,19,70,2/2/13 5:36
1,48,128,19,70,2/1/13 6:01
4,48,121,18,70,1/31/13 5:45
0,46,121,18,70,1/30/13 5:44
5,41,121,18,70,1/29/13 5:38
1,41,121,18,70,1/28/13 5:36
1,39,121,23,70,1/27/13 5:36
0,39,121,23,70,1/26/13 5:36
0,39,121,18,70,1/25/13 5:45
0,39,121,18,70,1/24/13 8:12
0,40,121,18,70,1/23/13 5:54
0,40,121,18,70,1/22/13 5:43
0,40,120,23,65,1/21/13 5:41
0,41,120,23,65,1/20/13 5:47
0,41,120,18,62,1/19/13 7:42
0,42,120,18,62,1/18/13 8:31
0,42,120,19,60,1/17/13 5:45
1,42,119,19,60,1/16/13 5:59
0,42,119,19,60,1/15/13 5:45
0,42,117,19,60,1/14/13 5:53
1,43,119,19,60,1/13/13 7:42
6,42,118,23,60,1/12/13 7:53
0,37,118,19,60,1/11/13 8:17
0,38,118,19,60,1/10/13 5:58
0,38,118,20,60,1/9/13 5:59
0,38,118,20,60,1/8/13 6:02
0,39,118,23,60,1/6/13 5:49
0,39,123,23,60,1/5/13 6:01
0,40,118,23,60,1/4/13 6:01
0,43,118,23,60,1/3/13 5:55
1,43,117,23,60,1/2/13 5:43
3,42,117,23,60,1/1/13 6:01
0,42,117,22,60,12/31/12 5:41
0,45,115,22,60,12/30/12 5:40
1,43,113,21,57,12/29/12 5:40
6,47,112,22,57,12/28/12 5:46
8,45,97,21,51,12/27/12 5:48
3,39,95,21,51,12/26/12 6:16
3,37,94,17,51,12/25/12 5:42
0,36,90,16,50,12/24/12 5:32
0,37,87,16,50,12/23/12 5:46
0,38,84,16,50,12/22/12 6:06
0,38,89,16,50,12/22/12 5:47
0,40,80,15,50,12/21/12 5:34
1,42,54,13,27,12/20/12 5:38
2,43,52,11,17,12/19/12 5:47
8,36,42,11,15,12/18/12 5:27
4,32,39,11,11,12/17/12 5:43
6,30,38,11,11,12/16/12 5:52
2,25,37,11,11,12/15/12 5:53
0,26,34,10,10,12/14/12 5:45
0,27,28,10,10,12/13/12 5:54
0,27,18,6,2,12/12/12 6:04
3,29,14,7,2,12/11/12 5:45
0,18,10,6,2,12/10/12 5:47
7,18,9,10,2,12/9/12 9:11
7,18,7,5,1,12/8/12 5:49
1,18,7,5,1,12/7/12 5:46
0,18,7,10,1,12/6/12 5:55
0,18,7,5,1,12/5/12 5:36
0,18,7,5,1,12/4/12 6:15
1,18,7,5,1,12/3/12 8:09
0,18,7,5,1,12/2/12 5:38
0,18,7,5,1,12/1/12 6:05
0,18,6,8,5,11/30/12 11:46
0,18,7,8,5,11/30/12 11:29
0,18,5,7,4,11/27/12 10:52
0,18,5,7,4,11/25/12 7:38
0,18,5,7,4,11/24/12 10:53
0,18,5,7,4,11/22/12 9:33
0,18,2,1,2,11/22/12 17:58
0,18,2,1,2,11/20/12 17:58
0,18,5,3,4,11/19/12 7:50
0,18,5,3,4,11/18/12 7:50
1,18,4,3,3,11/17/12 11:58
0,18,4,3,3,11/16/12 11:58
0,18,4,3,3,11/15/12 15:44
0,18,4,3,3,11/14/12 15:44
0,0,0,0,0,11/12/12 6:44
0,0,0,0,0,11/11/12 6:44
